status,lead_source,lead_owner_id,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,owner_tenure_bucket,task_count_bucket
Working,Partner Referral,005lkDbq9IPSQ2U7zZ,BDR,Sales,4,3,1,2,615,736,-486.0,-495.0,0,0.75,0.25,0.5,0.006493506493506494,0.003246753246753247,0.005427408412483039,1.0,1.0,366_730,730_plus,3_5
Nurturing,Outbound,005eGrxIA9j7Kap744,AE,Sales,5,1,4,0,1107,-217,-390.0,-400.0,1,0.2,0.8,0.0,0.004512635379061372,0.0,-0.023148148148148147,1.0,1.0,730_plus,,3_5
Nurturing,Outbound,005uK1d6IniB6ZlkqB,SDR,Sales,0,0,0,0,1109,-1022,,,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,,0
Open,Partner Referral,005tRa1eePdjJYM6mg,BDR,Sales,0,0,0,0,168,1276,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91_180,730_plus,0
Nurturing,Web,005CS61es1IwtecnA5,SDR,Sales,2,2,0,0,623,-545,604.0,593.0,1,1.0,0.0,0.0,0.003205128205128205,0.0,-0.003676470588235294,0.0016835016835016834,0.001652892561983471,366_730,,1_2
Nurturing,Outbound,005f9kyPUYR0yZXH7k,SDR,Sales,3,0,3,2,1248,-923,-1194.0,-1201.0,1,0.0,1.0,0.6666666666666666,0.0024019215372297837,0.0016012810248198558,-0.0032537960954446853,1.0,1.0,730_plus,,3_5
Working,Inbound,005ZRAk3rxvD6mvf15,BDR,Sales,5,3,2,2,489,13,-83.0,-112.0,0,0.6,0.4,0.4,0.01020408163265306,0.004081632653061225,0.35714285714285715,1.0,1.0,366_730,0_30,3_5
Working,Event,005qf3JcieWVjwiYd7,BDR,Sales,1,1,0,0,1112,-537,-37.0,-49.0,1,1.0,0.0,0.0,0.0008984725965858042,0.0,-0.0018656716417910447,1.0,1.0,730_plus,,1_2
Nurturing,Web,005gYdlj9yv5Cc6zkp,BDR,Sales,1,0,1,0,366,-65,11.0,-8.0,1,0.0,1.0,0.0,0.0027247956403269754,0.0,-0.015625,1.0,0.08333333333333333,366_730,,1_2
Qualified,Outbound,005w1rZfJkoRoaYcEo,BDR,Sales,5,3,2,0,782,761,-687.0,-688.0,0,0.6,0.4,0.0,0.006385696040868455,0.0,0.006561679790026247,1.0,1.0,730_plus,730_plus,3_5
Open,Trade Show,005hJPMnhQ0WRyZFX9,BDR,Sales,4,2,2,2,910,-163,-599.0,-604.0,0,0.5,0.5,0.5,0.0043907793633369925,0.0021953896816684962,-0.024691358024691357,1.0,1.0,730_plus,,3_5
Open,Inbound,005mYnZlHWW2dnL0rt,BDR,Sales,2,1,1,2,136,1419,-38.0,-60.0,0,0.5,0.5,1.0,0.014598540145985401,0.014598540145985401,0.0014084507042253522,1.0,1.0,91_180,730_plus,1_2
Open,Trade Show,005lwhmSG1MSOXLTAt,SDR,Sales,6,5,1,0,55,954,-15.0,-44.0,1,0.8333333333333334,0.16666666666666666,0.0,0.10714285714285714,0.0,0.0062827225130890054,1.0,1.0,31_90,730_plus,6_10
Nurturing,Partner Referral,005uJa3pJEeyQVnsZp,BDR,Sales,5,2,3,3,1266,-1186,-1138.0,-1153.0,0,0.4,0.6,0.6,0.003946329913180742,0.0023677979479084454,-0.004219409282700422,1.0,1.0,730_plus,,3_5
Qualified,Outbound,005Xq8vs8ialvuJ4ap,SDR,Sales,8,3,5,1,1109,-991,-1100.0,-1106.0,0,0.375,0.625,0.125,0.007207207207207207,0.0009009009009009009,-0.00808080808080808,1.0,1.0,730_plus,,6_10
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,Sales,5,4,1,3,176,1109,-94.0,-104.0,1,0.8,0.2,0.6,0.02824858757062147,0.01694915254237288,0.0045045045045045045,1.0,1.0,91_180,730_plus,3_5
Qualified,Inbound,005eDoAsKFf2bpyVk2,BDR,Sales,1,0,1,0,569,-458,-269.0,-295.0,0,0.0,1.0,0.0,0.0017543859649122807,0.0,-0.002188183807439825,1.0,1.0,366_730,,1_2
Open,Inbound,005AQpXsPDqHdTKZrg,AE,Sales,2,2,0,0,309,1047,152.0,128.0,1,1.0,0.0,0.0,0.0064516129032258064,0.0,0.0019083969465648854,0.007751937984496124,0.006535947712418301,181_365,730_plus,1_2
Working,Outbound,005bZBvn4MclbYAtNN,SDR,Sales,6,4,2,2,896,-410,-911.0,-925.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.006688963210702341,0.002229654403567447,-0.014669926650366748,1.0,1.0,730_plus,,6_10
Nurturing,Inbound,005DS8Y3naP935K0U7,BDR,Sales,2,1,1,1,131,968,70.0,45.0,1,0.5,0.5,0.5,0.015151515151515152,0.007575757575757576,0.0020639834881320948,0.021739130434782608,0.014084507042253521,91_180,730_plus,1_2
Open,Event,005hrcAAsV0H3bsIeE,SDR,Sales,2,1,1,0,883,-499,-294.0,-317.0,0,0.5,0.5,0.0,0.0022624434389140274,0.0,-0.004016064257028112,1.0,1.0,730_plus,,1_2
Nurturing,Web,005I4QuXwZXCZDkjMX,AE,Sales,6,2,4,1,518,531,-216.0,-225.0,0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.011560693641618497,0.0019267822736030828,0.011278195488721804,1.0,1.0,366_730,366_730,6_10
Nurturing,Inbound,005f9kyPUYR0yZXH7k,SDR,Sales,0,0,0,0,52,273,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31_90,181_365,0
Working,Inbound,005ZmDANT8NxIwQSUH,BDR,Sales,2,1,1,0,341,-410,352.0,337.0,0,0.5,0.5,0.0,0.005847953216374269,0.0,-0.004889975550122249,0.0029585798816568047,0.0028328611898017,181_365,,1_2
Working,Outbound,005r8kcdxSxYgha9K0,SDR,Sales,6,3,3,3,1285,-961,-1274.0,-1288.0,1,0.5,0.5,0.5,0.004665629860031105,0.0023328149300155523,-0.00625,1.0,1.0,730_plus,,6_10
Open,Partner Referral,005fDW8pqYyhUsaaJT,SDR,Sales,2,1,1,1,1125,-439,-700.0,-725.0,1,0.5,0.5,0.5,0.0017761989342806395,0.0008880994671403197,-0.0045662100456621,1.0,1.0,730_plus,,1_2
Qualified,Inbound,005iSUGFUqSTcmtbKs,SDR,Sales,3,1,2,2,351,474,-153.0,-166.0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.008522727272727272,0.005681818181818182,0.00631578947368421,1.0,1.0,181_365,366_730,3_5
Open,Web,005ZRAk3rxvD6mvf15,BDR,Sales,7,1,6,3,737,-235,-555.0,-580.0,0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.009485094850948509,0.0040650406504065045,-0.029914529914529916,1.0,1.0,730_plus,,6_10
Nurturing,Trade Show,005kGz3iLXUMdHQq3f,SDR,Sales,10,6,4,4,1006,-10,-1015.0,-1032.0,0,0.6,0.4,0.4,0.009930486593843098,0.003972194637537239,-1.1111111111111112,1.0,1.0,730_plus,,6_10
Nurturing,Web,0055pWDZRM9H820dFq,SDR,Sales,1,1,0,1,301,49,540.0,517.0,1,1.0,0.0,1.0,0.0033112582781456954,0.0033112582781456954,0.02,0.0019305019305019305,0.0018484288354898336,181_365,31_90,1_2
Working,Event,005vvizm5OfORbfBYV,SDR,Sales,2,1,1,0,1400,-115,-1033.0,-1058.0,0,0.5,0.5,0.0,0.0014275517487508922,0.0,-0.017543859649122806,1.0,1.0,730_plus,,1_2
Qualified,Partner Referral,005eP2OT2tJzd6Dja9,BDR,Sales,8,3,5,2,1150,-381,-1044.0,-1074.0,1,0.375,0.625,0.25,0.0069504778453518675,0.0017376194613379669,-0.021052631578947368,1.0,1.0,730_plus,,6_10
Nurturing,Web,005FmC4bvUmQBFO9r1,BDR,Sales,4,3,1,0,903,775,-382.0,-396.0,0,0.75,0.25,0.0,0.004424778761061947,0.0,0.005154639175257732,1.0,1.0,730_plus,730_plus,3_5
Nurturing,Event,005Xq8vs8ialvuJ4ap,SDR,Sales,2,1,1,1,1254,-1136,-1127.0,-1138.0,1,0.5,0.5,0.5,0.0015936254980079682,0.0007968127490039841,-0.001762114537444934,1.0,1.0,730_plus,,1_2
Qualified,Outbound,005PuqoGxlvwVICWiV,BDR,Sales,10,8,2,2,1195,387,-1207.0,-1210.0,1,0.8,0.2,0.2,0.008361204013377926,0.0016722408026755853,0.02577319587628866,1.0,1.0,730_plus,366_730,6_10
Open,Trade Show,005Ozb2jx0nnrpjBm7,SDR,Sales,4,1,3,2,1293,-30,-1056.0,-1058.0,0,0.25,0.75,0.5,0.0030911901081916537,0.0015455950540958269,-0.13793103448275862,1.0,1.0,730_plus,,3_5
Qualified,Event,005mbGysH2pp4xju3N,SDR,Sales,8,6,2,3,680,116,-482.0,-499.0,1,0.75,0.25,0.375,0.011747430249632892,0.004405286343612335,0.06837606837606838,1.0,1.0,366_730,91_180,6_10
Working,Partner Referral,005chtXE6kHD1j5gMk,BDR,Sales,3,1,2,1,503,512,-216.0,-243.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.005952380952380952,0.001984126984126984,0.005847953216374269,1.0,1.0,366_730,366_730,3_5
Qualified,Web,005GITA8ZV1nYz3VcV,BDR,Sales,3,1,2,0,586,211,-120.0,-130.0,0,0.3333333333333333,0.6666666666666666,0.0,0.005110732538330494,0.0,0.014150943396226415,1.0,1.0,366_730,181_365,3_5
Nurturing,Partner Referral,005BLRswT6VWAL3Jkq,BDR,Sales,2,0,2,1,546,190,-103.0,-130.0,1,0.0,1.0,0.5,0.003656307129798903,0.0018281535648994515,0.010471204188481676,1.0,1.0,366_730,181_365,1_2
Nurturing,Web,005Sq8Z0wjCdFUQUHx,SDR,Sales,5,1,4,2,1408,-665,-646.0,-647.0,1,0.2,0.8,0.4,0.0035486160397444995,0.0014194464158978,-0.007530120481927711,1.0,1.0,730_plus,,3_5
Working,Event,005mYnZlHWW2dnL0rt,BDR,Sales,4,2,2,3,402,1153,15.0,6.0,1,0.5,0.5,0.75,0.009925558312655087,0.007444168734491315,0.0034662045060658577,0.14285714285714285,0.0625,366_730,730_plus,3_5
Open,Inbound,005Sq8Z0wjCdFUQUHx,SDR,Sales,4,4,0,0,1258,-515,-620.0,-640.0,0,1.0,0.0,0.0,0.003177124702144559,0.0,-0.007782101167315175,1.0,1.0,730_plus,,3_5
Working,Event,0053WZIwXgjGUPdHRc,SDR,Sales,2,1,1,1,1180,-757,-624.0,-626.0,1,0.5,0.5,0.5,0.001693480101608806,0.000846740050804403,-0.0026455026455026454,1.0,1.0,730_plus,,1_2
Qualified,Outbound,005H18uJWTVdyNheWe,BDR,Sales,0,0,0,0,1064,-949,,,1,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,,0
Working,Web,005gXBXTL8NV8xfMOI,BDR,Sales,3,1,2,2,844,-611,94.0,66.0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0035502958579881655,0.002366863905325444,-0.004918032786885246,0.014925373134328358,0.010526315789473684,730_plus,,3_5
Open,Inbound,005KXIvx3Ru4Hx5BVz,SDR,Sales,5,4,1,2,177,618,29.0,6.0,0,0.8,0.2,0.4,0.028089887640449437,0.011235955056179775,0.008077544426494346,0.14285714285714285,0.03333333333333333,91_180,366_730,3_5
Open,Outbound,005FmC4bvUmQBFO9r1,BDR,Sales,3,0,3,1,1430,248,-1319.0,-1347.0,0,0.0,1.0,0.3333333333333333,0.0020964360587002098,0.0006988120195667365,0.012048192771084338,1.0,1.0,730_plus,181_365,3_5
Working,Trade Show,005PuqoGxlvwVICWiV,BDR,Sales,5,3,2,1,467,1115,-249.0,-266.0,0,0.6,0.4,0.2,0.010683760683760684,0.002136752136752137,0.004480286738351254,1.0,1.0,366_730,730_plus,3_5
Open,Web,005iSUGFUqSTcmtbKs,SDR,Sales,2,1,1,1,648,177,-438.0,-444.0,0,0.5,0.5,0.5,0.0030816640986132513,0.0015408320493066256,0.011235955056179775,1.0,1.0,366_730,91_180,1_2
Open,Inbound,005nz6ixedb0ulRU2P,BDR,Sales,2,1,1,0,839,778,-662.0,-682.0,0,0.5,0.5,0.0,0.002380952380952381,0.0,0.0025673940949935813,1.0,1.0,730_plus,730_plus,1_2
Qualified,Event,005YJKL1sxnz5KucCa,SDR,Sales,5,1,4,1,483,179,-444.0,-450.0,0,0.2,0.8,0.2,0.010330578512396695,0.002066115702479339,0.027777777777777776,1.0,1.0,366_730,91_180,3_5
Open,Trade Show,005JwwpEL8xofdwkwl,SDR,Sales,0,0,0,0,1298,-463,,,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,,0
Nurturing,Event,005kYbLfois6p7LjKf,SDR,Sales,4,4,0,1,138,369,283.0,271.0,0,1.0,0.0,0.25,0.02877697841726619,0.007194244604316547,0.010810810810810811,0.003676470588235294,0.0035211267605633804,91_180,366_730,3_5
Open,Partner Referral,005SW3xD3pVRHzXb4Z,SDR,Sales,4,3,1,0,435,1003,-259.0,-265.0,0,0.75,0.25,0.0,0.009174311926605505,0.0,0.00398406374501992,1.0,1.0,366_730,730_plus,3_5
Open,Trade Show,00512E80qDwAaI1oOE,SDR,Sales,5,2,3,1,594,770,-550.0,-570.0,1,0.4,0.6,0.2,0.008403361344537815,0.0016806722689075631,0.00648508430609598,1.0,1.0,366_730,730_plus,3_5
Qualified,Outbound,005gYdlj9yv5Cc6zkp,BDR,Sales,1,0,1,0,898,-597,-68.0,-80.0,1,0.0,1.0,0.0,0.0011123470522803114,0.0,-0.0016778523489932886,1.0,1.0,730_plus,,1_2
Nurturing,Partner Referral,005SW3xD3pVRHzXb4Z,SDR,Sales,6,3,3,1,518,920,-483.0,-500.0,1,0.5,0.5,0.16666666666666666,0.011560693641618497,0.0019267822736030828,0.006514657980456026,1.0,1.0,366_730,730_plus,6_10
Open,Outbound,005YgcwjR0nrnHIGZX,SDR,Sales,4,3,1,1,825,718,-763.0,-771.0,1,0.75,0.25,0.25,0.004842615012106538,0.0012106537530266344,0.005563282336578581,1.0,1.0,730_plus,366_730,3_5
Qualified,Outbound,005ZgXPYFXOBU7G1tp,BDR,Sales,7,6,1,1,3,599,81.0,64.0,1,0.8571428571428571,0.14285714285714285,0.14285714285714285,1.75,0.25,0.011666666666666667,0.015384615384615385,0.012195121951219513,0_30,366_730,6_10
Open,Inbound,005bLIYitOgj1qzWEZ,AE,Sales,3,1,2,2,42,1638,613.0,589.0,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.06976744186046512,0.046511627906976744,0.0018303843807199512,0.001694915254237288,0.0016286644951140066,31_90,730_plus,3_5
Open,Event,0053WZIwXgjGUPdHRc,SDR,Sales,5,2,3,2,831,-408,-721.0,-748.0,1,0.4,0.6,0.4,0.006009615384615385,0.002403846153846154,-0.012285012285012284,1.0,1.0,730_plus,,3_5
Working,Inbound,0054cPwdknqYVBf2UL,BDR,Sales,6,2,4,2,1348,-434,-1152.0,-1166.0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.004447739065974796,0.0014825796886582653,-0.013856812933025405,1.0,1.0,730_plus,,6_10
Working,Outbound,005aABhuRiSBg0srbz,SDR,Sales,2,2,0,1,1353,-1070,-463.0,-468.0,0,1.0,0.0,0.5,0.0014771048744460858,0.0007385524372230429,-0.0018709073900841909,1.0,1.0,730_plus,,1_2
Nurturing,Web,00552has5XdvFlGgIo,SDR,Sales,3,2,1,2,13,1582,1175.0,1155.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.21428571428571427,0.14285714285714285,0.0018951358180669614,0.0008650519031141869,0.0008503401360544217,0_30,730_plus,3_5
Working,Web,005mm9vtHx0K9TGlB7,SDR,Sales,5,2,3,3,144,410,40.0,29.0,0,0.4,0.6,0.6,0.034482758620689655,0.020689655172413793,0.012165450121654502,0.03333333333333333,0.024390243902439025,91_180,366_730,3_5
Open,Event,005BLRswT6VWAL3Jkq,BDR,Sales,2,0,2,1,1458,-722,-1205.0,-1213.0,0,0.0,1.0,0.5,0.0013708019191226869,0.0006854009595613434,-0.0027739251040221915,1.0,1.0,730_plus,,1_2
Qualified,Partner Referral,005U1SVjkIk2fyV5rw,SDR,Sales,2,1,1,0,1141,-1126,-1098.0,-1112.0,1,0.5,0.5,0.0,0.0017513134851138354,0.0,-0.0017777777777777779,1.0,1.0,730_plus,,1_2
Qualified,Trade Show,005PsOTr02Fp2pwCFZ,BDR,Sales,4,2,2,3,592,100,-426.0,-454.0,1,0.5,0.5,0.75,0.006745362563237774,0.00505902192242833,0.039603960396039604,1.0,1.0,366_730,91_180,3_5
Working,Outbound,005SzPtEFRJYtyoJvY,BDR,Sales,5,4,1,1,21,543,160.0,159.0,1,0.8,0.2,0.2,0.22727272727272727,0.045454545454545456,0.009191176470588236,0.00625,0.006211180124223602,0_30,366_730,3_5
Open,Outbound,005hrcAAsV0H3bsIeE,SDR,Sales,5,2,3,0,413,-29,-77.0,-81.0,1,0.4,0.6,0.0,0.012077294685990338,0.0,-0.17857142857142858,1.0,1.0,366_730,,3_5
Qualified,Inbound,005KXIvx3Ru4Hx5BVz,SDR,Sales,6,3,3,2,974,-179,-963.0,-991.0,0,0.5,0.5,0.3333333333333333,0.006153846153846154,0.0020512820512820513,-0.033707865168539325,1.0,1.0,730_plus,,6_10
Working,Outbound,005YgcwjR0nrnHIGZX,SDR,Sales,4,2,2,1,1104,439,-892.0,-914.0,1,0.5,0.5,0.25,0.0036199095022624436,0.0009049773755656109,0.00909090909090909,1.0,1.0,730_plus,366_730,3_5
Qualified,Trade Show,005lwhmSG1MSOXLTAt,SDR,Sales,8,2,6,4,82,927,321.0,316.0,0,0.25,0.75,0.5,0.0963855421686747,0.04819277108433735,0.008620689655172414,0.0031545741324921135,0.003105590062111801,31_90,730_plus,6_10
Open,Outbound,00512E80qDwAaI1oOE,SDR,Sales,1,0,1,1,82,1282,1322.0,1318.0,1,0.0,1.0,1.0,0.012048192771084338,0.012048192771084338,0.000779423226812159,0.000758150113722517,0.0007558578987150416,31_90,730_plus,1_2
Working,Partner Referral,005oRycfOWj8YbLrlq,AE,Sales,4,1,3,2,1088,-394,-524.0,-544.0,1,0.25,0.75,0.5,0.0036730945821854912,0.0018365472910927456,-0.010178117048346057,1.0,1.0,730_plus,,3_5
Working,Trade Show,005dKuyWKIuifL64ip,BDR,Sales,4,3,1,0,1338,-1302,-1108.0,-1111.0,0,0.75,0.25,0.0,0.002987303958177745,0.0,-0.0030745580322828594,1.0,1.0,730_plus,,3_5
Qualified,Web,005KXIvx3Ru4Hx5BVz,SDR,Sales,4,0,4,1,439,356,12.0,-15.0,0,0.0,1.0,0.25,0.00909090909090909,0.0022727272727272726,0.011204481792717087,1.0,0.07692307692307693,366_730,181_365,3_5
Nurturing,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,Sales,6,3,3,3,937,-335,-800.0,-819.0,0,0.5,0.5,0.5,0.006396588486140725,0.0031982942430703624,-0.017964071856287425,1.0,1.0,730_plus,,6_10
Working,Web,005Jf9CIg9lV3G32cG,BDR,Sales,6,2,4,2,624,369,-642.0,-648.0,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0096,0.0032,0.016216216216216217,1.0,1.0,366_730,366_730,6_10
Working,Trade Show,005KXIvx3Ru4Hx5BVz,SDR,Sales,3,2,1,2,1251,-456,-1202.0,-1207.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0023961661341853034,0.001597444089456869,-0.006593406593406593,1.0,1.0,730_plus,,3_5
Qualified,Partner Referral,005kYbLfois6p7LjKf,SDR,Sales,3,1,2,0,1242,-735,-1206.0,-1207.0,1,0.3333333333333333,0.6666666666666666,0.0,0.002413515687851971,0.0,-0.004087193460490463,1.0,1.0,730_plus,,3_5
Qualified,Inbound,005Fg6NzJiUZlow1pr,BDR,Sales,4,2,2,1,763,470,-690.0,-716.0,0,0.5,0.5,0.25,0.005235602094240838,0.0013089005235602095,0.008492569002123142,1.0,1.0,730_plus,366_730,3_5
Working,Partner Referral,005fDW8pqYyhUsaaJT,SDR,Sales,4,0,4,1,301,385,-73.0,-80.0,0,0.0,1.0,0.25,0.013245033112582781,0.0033112582781456954,0.010362694300518135,1.0,1.0,181_365,366_730,3_5
Open,Partner Referral,005iRmiKUtSSkR82g5,BDR,Sales,2,1,1,0,325,982,309.0,279.0,0,0.5,0.5,0.0,0.006134969325153374,0.0,0.002034587995930824,0.0035714285714285713,0.0032258064516129032,181_365,730_plus,1_2
Nurturing,Event,005RMzHVKudpQtLAvV,SDR,Sales,0,0,0,0,91,1444,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91_180,730_plus,0
Qualified,Trade Show,005lECbWsEiD75E7eC,SDR,Sales,7,4,3,3,28,475,81.0,61.0,1,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2413793103448276,0.10344827586206896,0.014705882352941176,0.016129032258064516,0.012195121951219513,0_30,366_730,6_10
Qualified,Event,005GBFWjFmmyU3YASa,BDR,Sales,2,1,1,1,1039,-329,-926.0,-931.0,0,0.5,0.5,0.5,0.0019230769230769232,0.0009615384615384616,-0.006097560975609756,1.0,1.0,730_plus,,1_2
Nurturing,Partner Referral,005oTuswObpFtGANeE,SDR,Sales,8,5,3,2,1161,-974,-886.0,-903.0,0,0.625,0.375,0.25,0.0068846815834767644,0.0017211703958691911,-0.008221993833504625,1.0,1.0,730_plus,,6_10
Qualified,Partner Referral,005eP2OT2tJzd6Dja9,BDR,Sales,4,4,0,2,1457,-688,-498.0,-519.0,1,1.0,0.0,0.5,0.0027434842249657062,0.0013717421124828531,-0.005822416302765648,1.0,1.0,730_plus,,3_5
Nurturing,Trade Show,005PhLjKVjb9dOzZoL,AE,Sales,4,1,3,0,375,-78,-267.0,-272.0,1,0.25,0.75,0.0,0.010638297872340425,0.0,-0.05194805194805195,1.0,1.0,366_730,,3_5
Working,Event,005oy1dBH72KcdA9bM,SDR,Sales,2,0,2,0,756,570,-506.0,-530.0,1,0.0,1.0,0.0,0.002642007926023778,0.0,0.0035026269702276708,1.0,1.0,730_plus,366_730,1_2
Working,Trade Show,005lkDbq9IPSQ2U7zZ,BDR,Sales,2,1,1,2,548,803,-250.0,-258.0,0,0.5,0.5,1.0,0.0036429872495446266,0.0036429872495446266,0.0024875621890547263,1.0,1.0,366_730,730_plus,1_2
Working,Inbound,00566La41L76C1ZyfL,SDR,Sales,4,1,3,1,1050,399,-1077.0,-1081.0,0,0.25,0.75,0.25,0.003805899143672693,0.0009514747859181732,0.01,1.0,1.0,730_plus,366_730,3_5
Qualified,Web,0058Bwr0RkCwwLehpc,BDR,Sales,4,4,0,2,1286,-801,-1302.0,-1305.0,0,1.0,0.0,0.5,0.003108003108003108,0.001554001554001554,-0.005,1.0,1.0,730_plus,,3_5
Qualified,Inbound,0054cPwdknqYVBf2UL,BDR,Sales,4,3,1,2,210,704,-160.0,-177.0,0,0.75,0.25,0.5,0.018957345971563982,0.009478672985781991,0.005673758865248227,1.0,1.0,181_365,366_730,3_5
Working,Event,005r8kcdxSxYgha9K0,SDR,Sales,4,2,2,2,198,126,-101.0,-104.0,1,0.5,0.5,0.5,0.020100502512562814,0.010050251256281407,0.031496062992125984,1.0,1.0,181_365,91_180,3_5
Open,Event,005PkYO2xaCUvet6zY,SDR,Sales,4,1,3,1,655,51,-551.0,-566.0,0,0.25,0.75,0.25,0.006097560975609756,0.001524390243902439,0.07692307692307693,1.0,1.0,366_730,31_90,3_5
Qualified,Partner Referral,005ZmDANT8NxIwQSUH,BDR,Sales,2,1,1,1,1277,-1346,-443.0,-473.0,0,0.5,0.5,0.5,0.001564945226917058,0.000782472613458529,-0.001486988847583643,1.0,1.0,730_plus,,1_2
Working,Event,005T3CcQW30Fc3HxzP,BDR,Sales,2,0,2,0,1426,-1081,-322.0,-352.0,0,0.0,1.0,0.0,0.001401541695865452,0.0,-0.001851851851851852,1.0,1.0,730_plus,,1_2
Qualified,Partner Referral,005Iyi4Xhg6R1KQ608,SDR,Sales,5,4,1,2,1023,-121,-867.0,-890.0,1,0.8,0.2,0.4,0.0048828125,0.001953125,-0.041666666666666664,1.0,1.0,730_plus,,3_5
Qualified,Web,0050fGb9Xo51dtJbLu,AE,Sales,2,1,1,1,604,380,-534.0,-556.0,1,0.5,0.5,0.5,0.003305785123966942,0.001652892561983471,0.005249343832020997,1.0,1.0,366_730,366_730,1_2
Working,Event,005Fg6NzJiUZlow1pr,BDR,Sales,0,0,0,0,920,313,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730_plus,181_365,0
Open,Outbound,005ygjBY3eCoYXQvBW,SDR,Sales,3,3,0,1,76,1454,160.0,143.0,0,1.0,0.0,0.3333333333333333,0.03896103896103896,0.012987012987012988,0.002061855670103093,0.006944444444444444,0.006211180124223602,31_90,730_plus,3_5
Nurturing,Trade Show,005cVL9DQ83eH0EZfE,AE,Sales,5,3,2,2,48,1049,378.0,369.0,0,0.6,0.4,0.4,0.10204081632653061,0.04081632653061224,0.004761904761904762,0.002702702702702703,0.002638522427440633,31_90,730_plus,3_5
Open,Inbound,00566La41L76C1ZyfL,SDR,Sales,4,1,3,1,982,467,-872.0,-891.0,1,0.25,0.75,0.25,0.004069175991861648,0.001017293997965412,0.008547008547008548,1.0,1.0,730_plus,366_730,3_5
Working,Trade Show,005irLwe9xEBlEAQNC,SDR,Sales,2,0,2,0,510,-471,-58.0,-64.0,0,0.0,1.0,0.0,0.003913894324853229,0.0,-0.00425531914893617,1.0,1.0,366_730,,1_2
Open,Event,005vvizm5OfORbfBYV,SDR,Sales,3,2,1,2,357,928,-354.0,-360.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.008379888268156424,0.00558659217877095,0.0032292787944025836,1.0,1.0,181_365,730_plus,3_5
Open,Web,005CyM4CU7TgZ0ieQC,BDR,Sales,2,2,0,0,1312,146,-844.0,-865.0,0,1.0,0.0,0.0,0.0015232292460015233,0.0,0.013605442176870748,1.0,1.0,730_plus,91_180,1_2
Working,Event,005xi0Xi0wCwuciNbG,SDR,Sales,5,2,3,1,1117,306,-689.0,-700.0,1,0.4,0.6,0.2,0.004472271914132379,0.0008944543828264759,0.016286644951140065,1.0,1.0,730_plus,181_365,3_5
Open,Partner Referral,005bZBvn4MclbYAtNN,SDR,Sales,5,2,3,1,217,269,-132.0,-142.0,0,0.4,0.6,0.2,0.022935779816513763,0.0045871559633027525,0.018518518518518517,1.0,1.0,181_365,181_365,3_5
Open,Partner Referral,005JwwpEL8xofdwkwl,SDR,Sales,2,0,2,1,986,-151,-74.0,-85.0,0,0.0,1.0,0.5,0.002026342451874367,0.0010131712259371835,-0.013333333333333334,1.0,1.0,730_plus,,1_2
Open,Inbound,005voBFvhNYadVKXTu,BDR,Sales,4,1,3,3,1176,-596,-758.0,-761.0,1,0.25,0.75,0.75,0.0033984706881903144,0.002548853016142736,-0.0067226890756302525,1.0,1.0,730_plus,,3_5
Working,Web,005mzHykyCWibqXEgp,BDR,Sales,2,2,0,0,1449,-835,-1226.0,-1252.0,1,1.0,0.0,0.0,0.001379310344827586,0.0,-0.002398081534772182,1.0,1.0,730_plus,,1_2
Qualified,Partner Referral,005Iyi4Xhg6R1KQ608,SDR,Sales,2,1,1,1,425,477,664.0,640.0,1,0.5,0.5,0.5,0.004694835680751174,0.002347417840375587,0.0041841004184100415,0.0015600624024961,0.0015037593984962407,366_730,366_730,1_2
