status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day_clean,task_activity_recency_score,task_created_recency_score,priority_score,priority_bucket,engagement_score,urgency_score,activity_strength_score,recommended_action,lead_is_converted
Nurturing,Inbound,005tRa1eePdjJYM6mg,BDR,1,0,1,1,739,705,207.0,196.0,0.0,1.0,1.0,0.0013513513513513,0.0013513513513513,0.00141643059490085,0.0050761421319796,0.0048076923076923,32.375904212733275,Cool,0.4108316326530613,0.25844567330426105,0.20404761904761906,Nurture and monitor,1
Nurturing,Trade Show,005sbu92PDPF7bHdnm,BDR,2,1,1,0,1243,0,0.0,0.0,0.5,0.5,0.0,0.0016077170418006,0.0,2.0,1.0,1.0,40.00224161418889,Cool,0.38681632653061226,0.46373798577908537,0.3374642857142857,Nurture and monitor,0
Nurturing,Web,005SzPtEFRJYtyoJvY,BDR,2,1,1,1,107,457,84.0,76.0,0.5,0.5,0.5,0.0185185185185185,0.0092592592592592,0.004366812227074236,0.0129870129870129,0.0117647058823529,47.6249441196118,Cool,0.5694489795918367,0.4384403141911417,0.29996428571428574,Nurture and monitor,1
Nurturing,Event,005RpFPjmmumSx8sB2,AE,5,1,4,3,1233,417,0.0,0.0,0.2,0.8,0.6,0.0040518638573743,0.0024311183144246,0.011961722488038277,1.0,1.0,58.14919739650182,Warm,0.6034387755102041,0.4662498905409902,0.6994880952380953,Follow up within 48 hours,1
Nurturing,Web,005RNwgHWbHSrrlfhq,BDR,6,4,2,1,409,138,0.0,0.0,0.6666666666666666,0.3333333333333333,0.1666666666666666,0.0146341463414634,0.0024390243902439,0.04316546762589928,1.0,1.0,61.63236066180793,Warm,0.5888520408163265,0.653309414350514,0.6295238095238095,Follow up within 48 hours,1
Qualified,Event,005GkgNJqeO2GW2jXH,SDR,7,3,4,1,1040,437,0.0,0.0,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.0067243035542747,0.0009606147934678,0.01598173515981735,1.0,1.0,53.88276882507325,Warm,0.5222244897959183,0.510464176255276,0.6228809523809523,Follow up within 48 hours,0
Working,Event,005VLfsfX7zhRzFubF,SDR,1,1,0,0,381,416,762.0,740.0,1.0,0.0,0.0,0.0026178010471204,0.0,0.002398081534772182,0.0013495276653171,0.001310615989515,21.77357959734096,Cold,0.23606632653061224,0.2604929026778052,0.10777380952380951,Add to nurture campaign,0
Open,Event,0059wV9ybGAGQOgvhj,BDR,1,0,1,1,100,1004,458.0,431.0,0.0,1.0,1.0,0.0099009900990099,0.0099009900990099,0.0009950248756218905,0.0023148148148148,0.0021786492374727,42.07852951515287,Cool,0.548984693877551,0.35419871626473315,0.2001666666666667,Nurture and monitor,0
Open,Web,005iRmiKUtSSkR82g5,BDR,3,0,3,2,382,925,0.0,0.0,0.0,1.0,0.6666666666666666,0.0078328981723237,0.0052219321148825,0.0032397408207343412,1.0,1.0,62.149962702624265,Warm,0.6701326530612245,0.6592379857790854,0.44330952380952376,Follow up within 48 hours,0
Qualified,Trade Show,005FmC4bvUmQBFO9r1,BDR,3,1,2,1,768,910,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0039011703511053,0.0013003901170351,0.003293084522502744,1.0,1.0,50.68909535568549,Warm,0.5308724489795918,0.5724760810171806,0.3485595238095238,Follow up within 48 hours,0
Qualified,Trade Show,005RNwgHWbHSrrlfhq,BDR,3,0,3,0,1264,0,0.0,0.0,0.0,1.0,0.0,0.0023715415019762,0.0,3.0,1.0,1.0,42.33642528765827,Cool,0.39775,0.4586070333981331,0.4345357142857143,Nurture and monitor,1
Qualified,Event,005ZhFZ3TvVOVxKEgo,SDR,1,1,0,0,48,101,852.0,829.0,1.0,0.0,0.0,0.0204081632653061,0.0,0.00980392156862745,0.0012048192771084,0.0011723329425556,30.2540015962251,Cool,0.32676020408163264,0.33312034799208395,0.1961190476190476,Nurture and monitor,1
Open,Event,005YgcwjR0nrnHIGZX,SDR,0,0,0,0,1014,529,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.98022108843537,Cool,0.0739591836734694,0.769297619047619,0.060166666666666674,Nurture and monitor,1
Working,Event,005lwhmSG1MSOXLTAt,SDR,3,2,1,2,1019,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0029411764705882,0.0019607843137254,3.0,1.0,1.0,57.25509875704603,Warm,0.5793877551020408,0.515261795302895,0.6413928571428571,Follow up within 48 hours,1
Working,Trade Show,005Cu36WnbRoy8DEqo,SDR,5,1,4,2,672,75,0.0,0.0,0.2,0.8,0.4,0.0074294205052005,0.0029717682020802,0.06578947368421052,1.0,1.0,62.60992868901882,Warm,0.6176938775510203,0.594809414350514,0.6940476190476191,Follow up within 48 hours,0
Nurturing,Partner Referral,005tcchhnKXX6SYaxV,SDR,4,3,1,1,636,670,506.0,477.0,0.75,0.25,0.25,0.0062794348508634,0.0015698587127158,0.005961251862891207,0.002092050209205,0.0019723865877712,35.710405373624255,Cool,0.39570918367346936,0.22648233331581988,0.45652380952380955,Nurture and monitor,1
Open,Trade Show,005mbGysH2pp4xju3N,SDR,2,2,0,0,0,796,157.0,140.0,1.0,0.0,0.0,2.0,0.0,0.002509410288582183,0.0070921985815602,0.0063291139240506,35.60027700635237,Cool,0.38434183673469385,0.44159029930471644,0.1567738095238095,Nurture and monitor,0
Working,Inbound,0052vuTGNhPaf9DJtR,SDR,5,5,0,3,259,0,0.0,0.0,1.0,0.0,0.6,0.0192307692307692,0.0115384615384615,5.0,1.0,1.0,73.11855113799841,Warm,0.7023520408163265,0.6874522714933712,0.8688690476190476,Follow up within 48 hours,1
Nurturing,Partner Referral,005EQtkoEfdgXDf2kK,AE,2,2,0,2,1196,0,0.0,0.0,1.0,0.0,1.0,0.0016708437761069,0.0016708437761069,2.0,1.0,1.0,53.15035385908685,Warm,0.5604285714285714,0.4747498905409902,0.5443214285714285,Follow up within 48 hours,1
Qualified,Outbound,005bo0fFeWaVUqG2KV,SDR,2,1,1,1,1066,0,0.0,0.0,0.5,0.5,0.5,0.0018744142455482,0.0009372071227741,2.0,1.0,1.0,49.68703753255624,Cool,0.511469387755102,0.5046665572076569,0.4486785714285714,Nurture and monitor,0
Open,Partner Referral,005T3CcQW30Fc3HxzP,BDR,3,3,0,1,399,0,140.0,115.0,1.0,0.0,0.3333333333333333,0.0075,0.0025,3.0,0.0086206896551724,0.0070921985815602,45.16801587093094,Cool,0.4714081632653061,0.35608692358885446,0.5457500000000001,Nurture and monitor,1
Working,Partner Referral,005lkDbq9IPSQ2U7zZ,BDR,4,3,1,2,615,736,0.0,0.0,0.75,0.25,0.5,0.0064935064935064,0.0032467532467532,0.005427408412483039,1.0,1.0,60.647853859086844,Warm,0.6299642857142856,0.608011795302895,0.5454642857142856,Follow up within 48 hours,0
Nurturing,Outbound,005eGrxIA9j7Kap744,AE,5,1,4,0,1107,0,0.0,0.0,0.2,0.8,0.0,0.0045126353790613,0.0,5.0,1.0,1.0,49.05715658017528,Cool,0.43879081632653055,0.495809414350514,0.6121666666666666,Nurture and monitor,1
Nurturing,Outbound,005uK1d6IniB6ZlkqB,SDR,0,0,0,0,1109,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.34057823129252,Cool,0.0739591836734694,0.7479761904761905,0.060166666666666674,Nurture and monitor,0
Open,Partner Referral,005tRa1eePdjJYM6mg,BDR,0,0,0,0,168,1276,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.72164965986394,Cool,0.0739591836734694,0.9606785714285714,0.060166666666666674,Nurture and monitor,1
Nurturing,Web,005CS61es1IwtecnA5,SDR,2,2,0,0,623,0,604.0,593.0,1.0,0.0,0.0,0.0032051282051282,0.0,2.0,0.0016835016835016,0.0016528925619834,25.929069492085173,Cool,0.25245918367346937,0.21856081980419972,0.3374642857142857,Nurture and monitor,1
Nurturing,Outbound,005f9kyPUYR0yZXH7k,SDR,3,0,3,2,1248,0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0024019215372297,0.0016012810248198,3.0,1.0,1.0,54.62923141010726,Warm,0.5585918367346939,0.46239274768384736,0.6413928571428571,Follow up within 48 hours,1
Working,Inbound,005ZRAk3rxvD6mvf15,BDR,5,3,2,2,489,13,0.0,0.0,0.6,0.4,0.4,0.010204081632653,0.0040816326530612,0.35714285714285715,1.0,1.0,65.1945885529644,Warm,0.6410204081632652,0.636809414350514,0.7019642857142857,Follow up within 48 hours,0
Working,Event,005qf3JcieWVjwiYd7,BDR,1,1,0,0,1112,0,0.0,0.0,1.0,0.0,0.0,0.0008984725965858,0.0,1.0,1.0,1.0,39.03700351895079,Cool,0.37660204081632653,0.49447608101718066,0.2686309523809524,Nurture and monitor,1
Nurturing,Web,005gYdlj9yv5Cc6zkp,BDR,1,0,1,0,366,0,11.0,0.0,0.0,1.0,0.0,0.0027247956403269,0.0,1.0,1.0,0.0833333333333333,38.982101731829175,Cool,0.35077040816326527,0.5356987425348955,0.2686309523809524,Nurture and monitor,1
Qualified,Outbound,005w1rZfJkoRoaYcEo,BDR,5,3,2,0,782,761,0.0,0.0,0.6,0.4,0.0,0.0063856960408684,0.0,0.006561679790026247,1.0,1.0,48.16763277065147,Cool,0.45964795918367346,0.5689046524457521,0.40590476190476193,Nurture and monitor,0
Open,Trade Show,005hJPMnhQ0WRyZFX9,BDR,4,2,2,2,910,0,0.0,0.0,0.5,0.5,0.5,0.0043907793633369,0.0021953896816684,4.0,1.0,1.0,60.463857260447384,Warm,0.5903367346938774,0.538107033398133,0.7401904761904762,Follow up within 48 hours,0
Open,Inbound,005mYnZlHWW2dnL0rt,BDR,2,1,1,2,136,1419,0.0,0.0,0.5,0.5,1.0,0.0145985401459854,0.0145985401459854,0.0014084507042253522,1.0,1.0,64.39707154616168,Warm,0.7198724489795918,0.7157737000647998,0.34651190476190474,Follow up within 48 hours,0
Open,Trade Show,005lwhmSG1MSOXLTAt,SDR,6,5,1,0,55,954,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.1071428571428571,0.0,0.0062827225130890054,1.0,1.0,56.333006920311334,Warm,0.5104387755102041,0.7342498905409901,0.4391785714285714,Follow up within 48 hours,1
Nurturing,Partner Referral,005uJa3pJEeyQVnsZp,BDR,5,2,3,3,1266,0,0.0,0.0,0.4,0.6,0.6,0.0039463299131807,0.0023677979479084,5.0,1.0,1.0,61.14584705636577,Warm,0.6005051020408164,0.458107033398133,0.8688690476190476,Follow up within 48 hours,0
Qualified,Outbound,005Xq8vs8ialvuJ4ap,SDR,8,3,5,1,1109,0,0.0,0.0,0.375,0.625,0.125,0.0072072072072072,0.0009009009009009,8.0,1.0,1.0,57.36319399514127,Warm,0.5224948979591837,0.49529750958860924,0.8189761904761905,Follow up within 48 hours,0
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,5,4,1,3,176,1109,0.0,0.0,0.8,0.2,0.6,0.0282485875706214,0.0169491525423728,0.0045045045045045045,1.0,1.0,69.59901032167188,Warm,0.7138469387755102,0.7062141762552759,0.6360119047619048,Follow up within 48 hours,1
Qualified,Inbound,005eDoAsKFf2bpyVk2,BDR,1,0,1,0,569,0,0.0,0.0,0.0,1.0,0.0,0.0017543859649122,0.0,1.0,1.0,1.0,43.28419739650182,Cool,0.3872244897959184,0.6183451286362283,0.2686309523809524,Nurture and monitor,0
Open,Inbound,005AQpXsPDqHdTKZrg,AE,2,2,0,0,309,1047,152.0,128.0,1.0,0.0,0.0,0.0064516129032258,0.0,0.0019083969465648854,0.0077519379844961,0.0065359477124183,30.748903664812744,Cool,0.3320255102040816,0.3736510972171141,0.1469047619047619,Nurture and monitor,1
Working,Outbound,005bZBvn4MclbYAtNN,SDR,6,4,2,2,896,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0066889632107023,0.0022296544035674,6.0,1.0,1.0,63.05009875704604,Warm,0.5875306122448979,0.5412856048267045,0.87175,Follow up within 48 hours,1
Nurturing,Inbound,005DS8Y3naP935K0U7,BDR,2,1,1,1,131,968,70.0,45.0,0.5,0.5,0.5,0.0151515151515151,0.0075757575757575,0.0020639834881320948,0.0217391304347826,0.0140845070422535,46.78716844553195,Cool,0.5663979591836734,0.44168679398938687,0.26083333333333336,Nurture and monitor,1
Open,Event,005hrcAAsV0H3bsIeE,SDR,2,1,1,0,883,0,0.0,0.0,0.5,0.5,0.0,0.002262443438914,0.0,2.0,1.0,1.0,42.96264977745419,Cool,0.3976173469387755,0.5444165572076568,0.3374642857142857,Nurture and monitor,0
Nurturing,Web,005I4QuXwZXCZDkjMX,AE,6,2,4,1,518,531,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.0115606936416184,0.001926782273603,0.011278195488721804,1.0,1.0,59.26972460738617,Warm,0.5724897959183674,0.6301189381600378,0.5870833333333333,Follow up within 48 hours,0
Nurturing,Inbound,005f9kyPUYR0yZXH7k,SDR,0,0,0,0,52,273,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.530578231292516,Cool,0.0739591836734694,0.9876428571428572,0.060166666666666674,Nurture and monitor,0
Working,Inbound,005ZmDANT8NxIwQSUH,BDR,2,1,1,0,341,0,352.0,337.0,0.5,0.5,0.0,0.0058479532163742,0.0,2.0,0.0029585798816568,0.0028328611898017,31.631126032980312,Cool,0.3080255102040816,0.31601882694968386,0.3374642857142857,Nurture and monitor,0
Working,Outbound,005r8kcdxSxYgha9K0,SDR,6,3,3,3,1285,0,0.0,0.0,0.5,0.5,0.5,0.0046656298600311,0.0023328149300155,6.0,1.0,1.0,61.91460555976711,Warm,0.5973826530612244,0.45378560482670444,0.9215952380952381,Follow up within 48 hours,1
Open,Partner Referral,005fDW8pqYyhUsaaJT,SDR,2,1,1,1,1125,0,0.0,0.0,0.5,0.5,0.5,0.0017761989342806,0.0008880994671403,2.0,1.0,1.0,49.111833450923584,Cool,0.5079795918367347,0.49130941435051395,0.4486785714285714,Nurture and monitor,1
Qualified,Inbound,005iSUGFUqSTcmtbKs,SDR,3,1,2,2,351,474,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0085227272727272,0.0056818181818181,0.00631578947368421,1.0,1.0,63.68895930126372,Warm,0.6779744897959183,0.6672856048267045,0.4885833333333333,Follow up within 48 hours,0
Open,Web,005ZRAk3rxvD6mvf15,BDR,7,1,6,3,737,0,0.0,0.0,0.1428571428571428,0.8571428571428571,0.4285714285714285,0.0094850948509485,0.0040650406504065,7.0,1.0,1.0,68.5162892332365,Warm,0.6422806122448979,0.5796308429219426,0.9506666666666668,Follow up within 48 hours,0
Nurturing,Trade Show,005kGz3iLXUMdHQq3f,SDR,10,6,4,4,1006,0,0.0,0.0,0.6,0.4,0.4,0.009930486593843,0.0039721946375372,10.0,1.0,1.0,67.36307494752222,Warm,0.6393520408163264,0.5184522714933711,0.9920952380952381,Follow up within 48 hours,0
Nurturing,Web,0055pWDZRM9H820dFq,SDR,1,1,0,1,301,49,540.0,517.0,1.0,0.0,1.0,0.0033112582781456,0.0033112582781456,0.02,0.0019305019305019,0.0018484288354898,38.716768707483,Cool,0.45967346938775505,0.2976666666666667,0.34015476190476196,Nurture and monitor,1
Working,Event,005vvizm5OfORbfBYV,SDR,2,1,1,0,1400,0,0.0,0.0,0.5,0.5,0.0,0.0014275517487508,0.0,2.0,1.0,1.0,38.715557940719506,Cool,0.38331122448979593,0.4266903667314664,0.3374642857142857,Nurture and monitor,0
Qualified,Partner Referral,005eP2OT2tJzd6Dja9,BDR,8,3,5,2,1150,0,0.0,0.0,0.375,0.625,0.25,0.0069504778453518,0.0017376194613379,8.0,1.0,1.0,60.978959301263714,Warm,0.562438775510204,0.4854879857790855,0.9146190476190476,Follow up within 48 hours,1
Nurturing,Web,005FmC4bvUmQBFO9r1,BDR,4,3,1,0,903,775,0.0,0.0,0.75,0.25,0.0,0.0044247787610619,0.0,0.005154639175257732,1.0,1.0,44.74907834888276,Cool,0.4372244897959184,0.5398808429219426,0.3345714285714286,Nurture and monitor,0
Nurturing,Event,005Xq8vs8ialvuJ4ap,SDR,2,1,1,1,1254,0,0.0,0.0,0.5,0.5,0.5,0.0015936254980079,0.0007968127490039,2.0,1.0,1.0,47.80091508357665,Cool,0.5000255102040816,0.4608689381600379,0.4486785714285714,Nurture and monitor,1
Qualified,Outbound,005PuqoGxlvwVICWiV,BDR,10,8,2,2,1195,387,0.0,0.0,0.8,0.2,0.2,0.0083612040133779,0.0016722408026755,0.02577319587628866,1.0,1.0,57.240455899903175,Warm,0.5598520408163266,0.47499989054099023,0.7498928571428571,Follow up within 48 hours,1
Open,Trade Show,005Ozb2jx0nnrpjBm7,SDR,4,1,3,2,1293,0,0.0,0.0,0.25,0.75,0.5,0.0030911901081916,0.0015455950540958,4.0,1.0,1.0,55.97640828085555,Warm,0.5522091836734694,0.45207131911241877,0.7401904761904762,Follow up within 48 hours,0
Qualified,Event,005mbGysH2pp4xju3N,SDR,8,6,2,3,680,116,0.0,0.0,0.75,0.25,0.375,0.0117474302496328,0.0044052863436123,0.06837606837606838,1.0,1.0,66.176442294461,Warm,0.643969387755102,0.5927975095886092,0.809702380952381,Follow up within 48 hours,1
Working,Partner Referral,005chtXE6kHD1j5gMk,BDR,3,1,2,1,503,512,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0059523809523809,0.0019841269841269,0.005847953216374269,1.0,1.0,55.59048991350861,Warm,0.5765765306122449,0.6337379857790855,0.38747619047619053,Follow up within 48 hours,1
Qualified,Web,005GITA8ZV1nYz3VcV,BDR,3,1,2,0,586,211,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0051107325383304,0.0,0.014150943396226415,1.0,1.0,47.33713957337257,Cool,0.4465,0.6142379857790855,0.32925,Nurture and monitor,0
Nurturing,Partner Referral,005BLRswT6VWAL3Jkq,BDR,2,0,2,1,546,190,0.0,0.0,0.0,1.0,0.5,0.0036563071297989,0.0018281535648994,0.010471204188481676,1.0,1.0,54.28035385908685,Warm,0.56825,0.6234760810171807,0.35817857142857146,Follow up within 48 hours,1
Nurturing,Web,005Sq8Z0wjCdFUQUHx,SDR,5,1,4,2,1408,0,0.0,0.0,0.2,0.8,0.4,0.0035486160397444,0.0014194464158978,5.0,1.0,1.0,56.136136172012016,Warm,0.5401275510204081,0.4249760810171807,0.8190238095238095,Follow up within 48 hours,1
Working,Event,005mYnZlHWW2dnL0rt,BDR,4,2,2,3,402,1153,15.0,6.0,0.5,0.5,0.75,0.009925558312655,0.0074441687344913,0.0034662045060658577,0.1428571428571428,0.0625,52.60921842514129,Warm,0.5873469387755101,0.3982528590693357,0.5647142857142856,Follow up within 48 hours,1
Open,Inbound,005Sq8Z0wjCdFUQUHx,SDR,4,4,0,0,1258,0,0.0,0.0,1.0,0.0,0.0,0.0031771247021445,0.0,4.0,1.0,1.0,45.12906134208005,Cool,0.41332653061224495,0.4598689381600378,0.5333333333333333,Nurture and monitor,0
Working,Event,0053WZIwXgjGUPdHRc,SDR,2,1,1,1,1180,0,0.0,0.0,0.5,0.5,0.5,0.0016934801016088,0.0008467400508044,2.0,1.0,1.0,48.553874267250116,Cool,0.5045918367346939,0.47835703339813307,0.4486785714285714,Nurture and monitor,1
Qualified,Outbound,005H18uJWTVdyNheWe,BDR,0,0,0,0,1064,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.63450680272109,Cool,0.0739591836734694,0.7577738095238096,0.060166666666666674,Nurture and monitor,1
Working,Web,005gXBXTL8NV8xfMOI,BDR,3,1,2,2,844,0,94.0,66.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0035502958579881,0.0023668639053254,3.0,0.0149253731343283,0.0105263157894736,44.98311826827089,Cool,0.4808928571428571,0.2703539422756966,0.6413928571428571,Nurture and monitor,0
Open,Inbound,005KXIvx3Ru4Hx5BVz,SDR,5,4,1,2,177,618,29.0,6.0,0.8,0.2,0.4,0.0280898876404494,0.0112359550561797,0.008077544426494346,0.1428571428571428,0.0333333333333333,54.52237288368823,Warm,0.5719132653061224,0.4463109555333718,0.6268690476190476,Follow up within 48 hours,0
Open,Outbound,005FmC4bvUmQBFO9r1,BDR,3,0,3,1,1430,248,0.0,0.0,0.0,1.0,0.3333333333333333,0.0020964360587002,0.0006988120195667,0.012048192771084338,1.0,1.0,44.765728008746706,Cool,0.4700765306122449,0.42033322387432354,0.4325952380952381,Nurture and monitor,0
Working,Trade Show,005PuqoGxlvwVICWiV,BDR,5,3,2,1,467,1115,0.0,0.0,0.6,0.4,0.2,0.0106837606837606,0.0021367521367521,0.004480286738351254,1.0,1.0,57.992411682216094,Warm,0.5789744897959184,0.6413451286362283,0.4901666666666667,Follow up within 48 hours,0
Open,Web,005iSUGFUqSTcmtbKs,SDR,2,1,1,1,648,177,0.0,0.0,0.5,0.5,0.5,0.0030816640986132,0.0015408320493066,0.011235955056179775,1.0,1.0,52.84057494752222,Warm,0.5517806122448979,0.6001784619695616,0.3623095238095238,Follow up within 48 hours,0
Open,Inbound,005nz6ixedb0ulRU2P,BDR,2,1,1,0,839,778,0.0,0.0,0.5,0.5,0.0,0.0023809523809523,0.0,0.0025673940949935813,1.0,1.0,39.813704199222904,Cool,0.4000408163265306,0.5551665572076568,0.15783333333333333,Nurture and monitor,0
Qualified,Event,005YJKL1sxnz5KucCa,SDR,5,1,4,1,483,179,0.0,0.0,0.2,0.8,0.2,0.0103305785123966,0.0020661157024793,0.027777777777777776,1.0,1.0,59.669469505345354,Warm,0.5764489795918368,0.6381308429219426,0.585154761904762,Follow up within 48 hours,0
Open,Trade Show,005JwwpEL8xofdwkwl,SDR,0,0,0,0,1298,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0087925170068,Cool,0.0739591836734694,0.7035833333333333,0.060166666666666674,Nurture and monitor,0
Nurturing,Event,005kYbLfois6p7LjKf,SDR,4,4,0,1,138,369,283.0,271.0,1.0,0.0,0.25,0.0287769784172661,0.0071942446043165,0.010810810810810811,0.0036764705882352,0.0035211267605633,46.23444930859435,Cool,0.5016122448979592,0.3754929814882923,0.4944523809523809,Nurture and monitor,0
Open,Partner Referral,005SW3xD3pVRHzXb4Z,SDR,4,3,1,0,435,1003,0.0,0.0,0.75,0.25,0.0,0.0091743119266055,0.0,0.00398406374501992,1.0,1.0,49.58722460738617,Cool,0.47638265306122446,0.6478808429219426,0.3165833333333333,Nurture and monitor,0
Open,Trade Show,00512E80qDwAaI1oOE,SDR,5,2,3,1,594,770,0.0,0.0,0.4,0.6,0.2,0.0084033613445378,0.0016806722689075,0.00648508430609598,1.0,1.0,56.72101712439298,Warm,0.5602704081632653,0.612607033398133,0.5164642857142857,Follow up within 48 hours,1
Qualified,Outbound,005gYdlj9yv5Cc6zkp,BDR,1,0,1,0,898,0,0.0,0.0,0.0,1.0,0.0,0.0011123470522803,0.0,1.0,1.0,1.0,40.51271780466508,Cool,0.37824489795918376,0.5409284619695617,0.2686309523809524,Nurture and monitor,1
Nurturing,Partner Referral,005SW3xD3pVRHzXb4Z,SDR,6,3,3,1,518,920,0.0,0.0,0.5,0.5,0.1666666666666666,0.0115606936416184,0.001926782273603,0.006514657980456026,1.0,1.0,58.58472460738617,Warm,0.5724897959183674,0.6301189381600378,0.5528333333333334,Follow up within 48 hours,1
Open,Outbound,005YgcwjR0nrnHIGZX,SDR,4,3,1,1,825,718,0.0,0.0,0.75,0.25,0.25,0.0048426150121065,0.0012106537530266,0.005563282336578581,1.0,1.0,52.10052392711406,Warm,0.526265306122449,0.5588689381600378,0.45105952380952385,Follow up within 48 hours,1
Qualified,Outbound,005ZgXPYFXOBU7G1tp,BDR,7,6,1,1,3,599,81.0,64.0,0.8571428571428571,0.1428571428571428,0.1428571428571428,1.75,0.25,0.011666666666666667,0.0153846153846153,0.0121951219512195,53.142657008003646,Warm,0.5399285714285714,0.4655250748699627,0.6090238095238095,Follow up within 48 hours,1
Open,Inbound,005bLIYitOgj1qzWEZ,AE,3,1,2,2,42,1638,613.0,589.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0697674418604651,0.0465116279069767,0.0018303843807199512,0.0016949152542372,0.001628664495114,47.36340606415423,Cool,0.5697397959183673,0.3497694311634179,0.41916666666666663,Nurture and monitor,1
Open,Event,0053WZIwXgjGUPdHRc,SDR,5,2,3,2,831,0,0.0,0.0,0.4,0.6,0.4,0.0060096153846153,0.0024038461538461,5.0,1.0,1.0,63.011850457726304,Warm,0.5982704081632653,0.557261795302895,0.8190238095238095,Follow up within 48 hours,1
Working,Inbound,0054cPwdknqYVBf2UL,BDR,6,2,4,2,1348,0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0044477390659747,0.0014825796886582,6.0,1.0,1.0,57.84989467541338,Warm,0.5449693877551021,0.4388808429219426,0.87175,Follow up within 48 hours,0
Working,Outbound,005aABhuRiSBg0srbz,SDR,2,2,0,1,1353,0,0.0,0.0,1.0,0.0,0.5,0.001477104874446,0.000738552437223,2.0,1.0,1.0,46.7076497774542,Cool,0.4921530612244898,0.4375475095886093,0.4486785714285714,Nurture and monitor,0
Nurturing,Web,00552has5XdvFlGgIo,SDR,3,2,1,2,13,1582,1175.0,1155.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2142857142857142,0.1428571428571428,0.0018951358180669614,0.0008650519031141,0.0008503401360544,46.618205272546675,Cool,0.5650969387755101,0.3320325793796739,0.42011904761904756,Nurture and monitor,1
Working,Web,005mm9vtHx0K9TGlB7,SDR,5,2,3,3,144,410,40.0,29.0,0.4,0.6,0.6,0.0344827586206896,0.0206896551724137,0.012165450121654502,0.0333333333333333,0.024390243902439,57.749144605985094,Warm,0.6063469387755102,0.4474884936688908,0.7003571428571429,Follow up within 48 hours,0
