status,lead_source,lead_owner_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,lead_is_converted,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity
Open,Web,005uJa3pJEeyQVnsZp,BDR,Sales,1,2,2,0,0,1201,1,-1121,-962.0,-982.0
Qualified,Partner Referral,005zQVR4ms4RjAh8MF,BDR,Sales,1,0,0,0,0,755,1,-345,,
Working,Trade Show,005ZRAk3rxvD6mvf15,BDR,Sales,1,6,2,4,2,1024,1,-522,-829.0,-839.0
Open,Event,005scUETCztHB2VpGr,SDR,Sales,1,3,1,2,2,494,0,1060,632.0,627.0
Qualified,Web,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,4,3,1,1,897,1,-35,-761.0,-783.0
Open,Web,005FA8TcXwRGIFLbcj,SDR,Sales,1,1,0,1,0,794,1,258,136.0,111.0
Nurturing,Partner Referral,0058Bwr0RkCwwLehpc,BDR,Sales,1,4,2,2,2,116,0,369,569.0,550.0
Nurturing,Trade Show,005lWDDSfm41preSiA,SDR,Sales,1,1,1,0,0,254,0,1397,99.0,82.0
Working,Trade Show,005EhkAnpKcWuNovJ6,BDR,Sales,1,0,0,0,0,707,0,52,,
Qualified,Trade Show,0052yGgxi1v4hCqV4x,SDR,Sales,1,3,2,1,2,899,0,282,-280.0,-291.0
Working,Outbound,005jkXdzjIn4FETZtu,AE,Sales,1,1,1,0,0,895,0,1,28.0,10.0
Open,Inbound,0058Bwr0RkCwwLehpc,BDR,Sales,1,2,1,1,1,15,0,470,204.0,201.0
Working,Partner Referral,005g4fdGzuew1U6NXU,SDR,Sales,1,5,4,1,2,138,1,625,21.0,7.0
Open,Trade Show,005XY6JL792Cjz6tvp,BDR,Sales,1,5,1,4,3,1149,1,-375,-1080.0,-1094.0
Qualified,Outbound,005Ozb2jx0nnrpjBm7,SDR,Sales,1,3,2,1,1,1202,1,61,-1108.0,-1137.0
Qualified,Event,005U1cnD3W8AfIM0Y9,BDR,Sales,1,3,1,2,1,670,0,396,-575.0,-590.0
Qualified,Outbound,005pCTycClXuIF6SUv,BDR,Sales,1,3,2,1,0,872,1,-106,-812.0,-827.0
Nurturing,Event,005tRa1eePdjJYM6mg,BDR,Sales,1,6,2,4,3,1015,0,429,-959.0,-963.0
Nurturing,Outbound,005lwhmSG1MSOXLTAt,SDR,Sales,1,3,1,2,1,1291,1,-282,-1006.0,-1019.0
Nurturing,Outbound,005CS61es1IwtecnA5,SDR,Sales,1,0,0,0,0,330,1,-252,,
Working,Outbound,005qf3JcieWVjwiYd7,BDR,Sales,1,6,3,3,0,210,1,365,52.0,40.0
Open,Event,005fDW8pqYyhUsaaJT,SDR,Sales,1,5,3,2,2,1375,0,-689,-1332.0,-1350.0
Working,Web,005sbu92PDPF7bHdnm,BDR,Sales,1,2,2,0,0,876,0,-848,-428.0,-442.0
Working,Outbound,005tRa1eePdjJYM6mg,BDR,Sales,1,7,5,2,3,1236,1,208,-1176.0,-1188.0
Nurturing,Event,005t7soLyXgOHMyIPy,AE,Sales,1,6,5,1,3,674,0,253,-343.0,-346.0
Open,Event,005oTuswObpFtGANeE,SDR,Sales,1,4,2,2,0,137,0,50,274.0,260.0
Working,Inbound,005ygjBY3eCoYXQvBW,SDR,Sales,1,3,2,1,0,1223,0,307,-653.0,-673.0
Open,Partner Referral,005vvizm5OfORbfBYV,SDR,Sales,1,8,5,3,5,1299,0,-14,-944.0,-958.0
Nurturing,Event,005eP2OT2tJzd6Dja9,BDR,Sales,1,3,3,0,0,36,1,733,243.0,230.0
Working,Partner Referral,005mYnZlHWW2dnL0rt,BDR,Sales,1,3,1,2,1,632,1,923,-321.0,-329.0
Open,Inbound,005U2hcHrNtlfF5gcz,BDR,Sales,1,1,0,1,0,788,0,-759,-244.0,-250.0
Working,Partner Referral,005XZUpRP9HBvLfhY6,BDR,Sales,1,1,0,1,0,1377,0,-311,-447.0,-468.0
Open,Event,0052vuTGNhPaf9DJtR,SDR,Sales,1,5,2,3,2,403,0,-297,-354.0,-367.0
Working,Event,0052yGgxi1v4hCqV4x,SDR,Sales,1,2,0,2,0,89,1,1092,291.0,270.0
Qualified,Web,005pCTycClXuIF6SUv,BDR,Sales,1,3,0,3,1,800,0,-34,-717.0,-747.0
Nurturing,Partner Referral,005rfIoTPQqJtbyYEc,SDR,Sales,1,4,3,1,2,708,1,432,-671.0,-677.0
Open,Trade Show,005oTuswObpFtGANeE,SDR,Sales,1,1,0,1,0,1248,0,-1061,-1125.0,-1148.0
Qualified,Event,005r9q3iIp3WHLiZhI,SDR,Sales,1,4,2,2,1,396,0,1010,-389.0,-415.0
Open,Partner Referral,005EF1FFbGvvXzIjDl,SDR,Sales,1,3,2,1,0,1167,0,-101,-1131.0,-1149.0
Qualified,Inbound,005GkgNJqeO2GW2jXH,SDR,Sales,1,3,0,3,2,789,1,688,-404.0,-413.0
Working,Web,005hrcAAsV0H3bsIeE,SDR,Sales,1,3,0,3,0,341,0,43,505.0,492.0
Open,Trade Show,005M1BnJPIeqHk8Nds,SDR,Sales,1,3,0,3,1,870,1,-430,-670.0,-700.0
Nurturing,Event,005sW3tnobKnIyN0Nz,SDR,Sales,1,3,1,2,1,1363,0,-1326,-1353.0,-1374.0
Nurturing,Inbound,005n3YnrPf6lJOdoQd,AE,Sales,1,2,1,1,1,1090,1,-652,-268.0,-278.0
Nurturing,Partner Referral,00517kC03BFC8pxkQp,AE,Sales,1,6,3,3,1,1126,1,-779,-977.0,-980.0
Nurturing,Inbound,005ponU3oUJcEecoTy,AE,Sales,1,4,0,4,0,722,0,-244,-708.0,-737.0
Open,Partner Referral,005qhOaTRDj8l4v6Lo,SDR,Sales,1,6,3,3,1,835,1,471,-848.0,-865.0
Open,Inbound,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,3,3,0,0,338,0,161,159.0,140.0
Qualified,Event,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,2,2,0,1,1257,0,-395,-409.0,-412.0
Open,Partner Referral,005iSUGFUqSTcmtbKs,SDR,Sales,1,5,3,2,3,1282,0,-457,-1079.0,-1097.0
Working,Web,005XY6JL792Cjz6tvp,BDR,Sales,1,4,3,1,1,101,1,673,423.0,413.0
Working,Event,005ITUm8sMeUL9Z9US,AE,Sales,1,3,2,1,1,1317,0,104,-1183.0,-1200.0
Working,Outbound,005YJKL1sxnz5KucCa,SDR,Sales,1,1,0,1,0,804,0,-142,32.0,22.0
Qualified,Inbound,005tNEaaVidaDN1aY5,AE,Sales,1,4,1,3,1,686,1,806,-389.0,-390.0
Qualified,Web,005AQpXsPDqHdTKZrg,AE,Sales,1,5,3,2,2,433,0,923,-321.0,-328.0
Working,Trade Show,005iSUGFUqSTcmtbKs,SDR,Sales,1,4,2,2,1,277,0,548,-254.0,-267.0
Working,Web,005mm9vtHx0K9TGlB7,SDR,Sales,1,3,2,1,3,1078,1,-524,-995.0,-996.0
Qualified,Event,005FA8TcXwRGIFLbcj,SDR,Sales,1,4,1,3,2,194,0,858,-53.0,-62.0
Open,Outbound,0055zd5SriKEc8WlTo,SDR,Sales,1,3,2,1,1,15,0,769,586.0,585.0
Working,Web,005IAWyyPlUBLQDIva,SDR,Sales,1,4,1,3,1,102,0,891,260.0,237.0
Open,Outbound,005XZUpRP9HBvLfhY6,BDR,Sales,1,1,1,0,0,1128,0,-62,-502.0,-527.0
Qualified,Outbound,005Xq8vs8ialvuJ4ap,SDR,Sales,1,3,2,1,0,623,0,-505,-478.0,-484.0
Open,Event,005mYnZlHWW2dnL0rt,BDR,Sales,1,3,2,1,1,524,0,1031,442.0,420.0
Qualified,Inbound,005gXBXTL8NV8xfMOI,BDR,Sales,1,4,2,2,1,543,1,-310,-423.0,-452.0
Nurturing,Trade Show,005CS61es1IwtecnA5,SDR,Sales,1,7,4,3,2,230,1,-152,610.0,591.0
Open,Outbound,005lwhmSG1MSOXLTAt,SDR,Sales,1,4,3,1,1,1183,1,-174,-884.0,-896.0
Working,Inbound,005g4fdGzuew1U6NXU,SDR,Sales,1,3,2,1,2,872,0,-109,-570.0,-578.0
Working,Partner Referral,005U1SVjkIk2fyV5rw,SDR,Sales,1,3,2,1,1,931,0,-916,-833.0,-845.0
Open,Partner Referral,005IAWyyPlUBLQDIva,SDR,Sales,1,2,1,1,1,589,0,404,-588.0,-595.0
Qualified,Event,005tRa1eePdjJYM6mg,BDR,Sales,1,4,1,3,2,153,0,1291,378.0,366.0
Nurturing,Trade Show,005UyDSWXbJPhakryL,BDR,Sales,1,1,1,0,0,731,0,-467,152.0,132.0
Open,Trade Show,005DtIhNjUqehYU9Ld,SDR,Sales,1,2,0,2,2,49,0,958,86.0,73.0
Working,Trade Show,005VLfsfX7zhRzFubF,SDR,Sales,1,3,3,0,1,409,0,388,45.0,23.0
Nurturing,Web,005IgSO06ukUkmxr0U,BDR,Sales,1,2,0,2,2,808,1,-407,-742.0,-748.0
Qualified,Inbound,005lwhmSG1MSOXLTAt,SDR,Sales,1,3,1,2,0,823,1,186,176.0,163.0
Qualified,Inbound,0052yGgxi1v4hCqV4x,SDR,Sales,1,5,2,3,1,106,0,1075,428.0,408.0
Nurturing,Inbound,005irLwe9xEBlEAQNC,SDR,Sales,1,3,1,2,2,177,1,-138,257.0,245.0
Nurturing,Trade Show,005EhkAnpKcWuNovJ6,BDR,Sales,1,5,4,1,2,1154,0,-395,-1063.0,-1078.0
Qualified,Partner Referral,005DleKhounx1YJ0rP,BDR,Sales,1,3,1,2,0,242,1,-262,3.0,-4.0
Nurturing,Web,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,1,0,1,0,1199,1,-404,-48.0,-76.0
Working,Trade Show,005fDW8pqYyhUsaaJT,SDR,Sales,1,3,0,3,1,99,1,587,351.0,339.0
Working,Trade Show,005OHuMUHvi8wsLMNv,SDR,Sales,1,6,2,4,2,1367,0,-460,-1343.0,-1353.0
Qualified,Outbound,005w1rZfJkoRoaYcEo,BDR,Sales,1,1,0,1,0,652,1,891,674.0,672.0
Working,Event,005GmCcmrt3DPvCZcO,BDR,Sales,1,4,2,2,2,297,0,724,-54.0,-56.0
Nurturing,Trade Show,005mtNZ6PjUxSYdipW,AE,Sales,1,3,1,2,2,1402,0,-855,-1180.0,-1204.0
Qualified,Trade Show,00566La41L76C1ZyfL,SDR,Sales,1,5,3,2,3,176,0,1273,129.0,102.0
Working,Trade Show,005pCTycClXuIF6SUv,BDR,Sales,1,2,1,1,0,1028,0,-262,-296.0,-306.0
Open,Outbound,00552has5XdvFlGgIo,SDR,Sales,1,3,1,2,2,656,0,939,-340.0,-366.0
Open,Partner Referral,005CDjSs8Io3wfG3Ak,AE,Sales,1,3,1,2,0,1153,0,-655,-273.0,-295.0
Nurturing,Outbound,005PsOTr02Fp2pwCFZ,BDR,Sales,1,4,3,1,1,73,1,619,562.0,552.0
Working,Trade Show,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,7,3,4,1,122,1,377,191.0,189.0
Nurturing,Partner Referral,005irLwe9xEBlEAQNC,SDR,Sales,1,10,6,4,3,839,0,-800,-846.0,-848.0
Nurturing,Outbound,005YgcwjR0nrnHIGZX,SDR,Sales,1,7,5,2,3,76,1,1467,-59.0,-66.0
Open,Web,005NhmgMvZSpDy5y9P,BDR,Sales,1,3,0,3,3,27,0,902,1187.0,1186.0
Open,Event,005UmJEIRnoljtUYmh,BDR,Sales,1,5,3,2,4,800,1,-281,-713.0,-731.0
Open,Event,005scUETCztHB2VpGr,SDR,Sales,1,2,2,0,1,1308,0,246,-1157.0,-1159.0
Working,Inbound,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,2,1,1,0,886,0,-387,-795.0,-797.0
Qualified,Outbound,005U2hcHrNtlfF5gcz,BDR,Sales,1,3,2,1,1,1375,0,-1346,-1268.0,-1273.0
Nurturing,Event,005O8TxStNstfUeWj7,BDR,Sales,1,2,0,2,0,463,0,1081,-362.0,-390.0
Nurturing,Event,005NhmgMvZSpDy5y9P,BDR,Sales,1,6,3,3,4,556,0,373,68.0,58.0
Open,Web,005ATkmG7VSdpihf48,SDR,Sales,1,9,4,5,3,439,1,-249,-380.0,-405.0
Nurturing,Inbound,005sj6ewizq0NwPrwm,BDR,Sales,1,2,1,1,1,0,1,1528,587.0,558.0
Open,Trade Show,005EF1FFbGvvXzIjDl,SDR,Sales,1,3,1,2,1,801,1,265,-109.0,-139.0
Working,Web,005gXBXTL8NV8xfMOI,BDR,Sales,1,2,2,0,1,554,1,-321,735.0,720.0
Working,Web,005YgcwjR0nrnHIGZX,SDR,Sales,1,3,1,2,2,1047,1,496,-911.0,-922.0
Open,Partner Referral,005mm9vtHx0K9TGlB7,SDR,Sales,1,3,3,0,1,906,1,-352,-210.0,-228.0
Nurturing,Event,00536VT96AN7M9vHvw,BDR,Sales,1,3,1,2,0,775,1,121,-413.0,-433.0
Nurturing,Partner Referral,005UyDSWXbJPhakryL,BDR,Sales,1,5,2,3,4,272,0,-8,-67.0,-90.0
Open,Event,005irLwe9xEBlEAQNC,SDR,Sales,1,7,4,3,4,1042,0,-1003,-681.0,-700.0
Open,Partner Referral,005zQVR4ms4RjAh8MF,BDR,Sales,1,2,2,0,1,355,0,55,150.0,128.0
Qualified,Inbound,005eDoAsKFf2bpyVk2,BDR,Sales,1,4,2,2,1,1083,1,-972,-474.0,-489.0
Qualified,Event,005Fg6NzJiUZlow1pr,BDR,Sales,1,1,0,1,0,91,0,1142,901.0,883.0
Working,Event,005GBFWjFmmyU3YASa,BDR,Sales,1,5,2,3,1,1416,0,-706,-1155.0,-1157.0
Open,Web,0055zd5SriKEc8WlTo,SDR,Sales,1,1,0,1,1,419,0,365,176.0,167.0
Nurturing,Partner Referral,005w1rZfJkoRoaYcEo,BDR,Sales,1,1,1,0,0,175,0,1368,618.0,616.0
Qualified,Outbound,005SW3xD3pVRHzXb4Z,SDR,Sales,1,3,2,1,1,821,0,617,-315.0,-334.0
Open,Trade Show,005rTQ0LB8Z2cjvjPG,BDR,Sales,1,3,2,1,1,641,1,221,325.0,304.0
Working,Event,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,6,3,3,0,906,1,-111,-889.0,-916.0
Nurturing,Event,005H18uJWTVdyNheWe,BDR,Sales,1,6,2,4,4,1401,1,-1286,-1390.0,-1407.0
Open,Outbound,005ZRAk3rxvD6mvf15,BDR,Sales,1,5,3,2,2,1355,0,-853,-1204.0,-1210.0
Open,Trade Show,005ZmDANT8NxIwQSUH,BDR,Sales,1,4,2,2,0,67,0,-136,136.0,121.0
Open,Web,005FA8TcXwRGIFLbcj,SDR,Sales,1,3,1,2,2,1408,0,-356,-1384.0,-1395.0
Qualified,Outbound,005xG5kruHOvgAC23A,BDR,Sales,1,7,2,5,0,260,1,156,-270.0,-276.0
Nurturing,Web,005r8kcdxSxYgha9K0,SDR,Sales,1,6,6,0,2,1364,0,-1040,-1370.0,-1375.0
Open,Outbound,005dEsDKcaedNVmJU3,SDR,Sales,1,4,1,3,1,157,0,1230,329.0,299.0
Nurturing,Web,005IAWyyPlUBLQDIva,SDR,Sales,1,5,4,1,0,1173,1,-180,-957.0,-987.0
Working,Partner Referral,005PsOTr02Fp2pwCFZ,BDR,Sales,1,7,4,3,3,59,1,633,75.0,52.0
Nurturing,Inbound,005ZgXPYFXOBU7G1tp,BDR,Sales,1,3,2,1,2,132,1,470,126.0,115.0
Qualified,Outbound,005M1BnJPIeqHk8Nds,SDR,Sales,1,2,1,1,1,533,0,-93,312.0,307.0
Working,Outbound,005PfomEh4AX7UIY31,AE,Sales,1,3,0,3,1,941,0,139,-957.0,-958.0
Working,Outbound,005DleKhounx1YJ0rP,BDR,Sales,1,7,3,4,1,1049,0,-1069,-1024.0,-1053.0
Open,Trade Show,0053OvJBQj7lluaSJM,SDR,Sales,1,2,1,1,1,1348,0,-757,-976.0,-981.0
Working,Outbound,00512E80qDwAaI1oOE,SDR,Sales,1,3,3,0,1,974,1,390,-863.0,-872.0
Open,Outbound,005F4DJKwnDrFRcqbf,BDR,Sales,1,1,0,1,0,503,0,656,894.0,893.0
Open,Partner Referral,005Zig763saiCy9Xs5,BDR,Sales,1,3,2,1,1,838,1,741,-798.0,-822.0
Qualified,Inbound,005lECbWsEiD75E7eC,SDR,Sales,1,3,2,1,1,458,0,45,332.0,322.0
Working,Event,005yopVEVGjrYSQu2q,SDR,Sales,1,2,2,0,1,270,1,880,742.0,730.0
Working,Outbound,005SotgxabsZFoiinJ,BDR,Sales,1,4,2,2,1,1295,0,-811,-815.0,-818.0
Open,Partner Referral,005Rc5gJ1bF86O0c4W,AE,Sales,1,5,3,2,2,1264,0,-1294,-572.0,-579.0
Nurturing,Inbound,005dKuyWKIuifL64ip,BDR,Sales,1,7,3,4,2,840,1,-804,-821.0,-849.0
Nurturing,Inbound,005SkyTvnPdXlfxxMu,AE,Sales,1,4,1,3,1,1153,1,-118,-378.0,-379.0
Nurturing,Partner Referral,005GBFWjFmmyU3YASa,BDR,Sales,1,6,4,2,2,21,1,689,137.0,115.0
Qualified,Trade Show,0053WZIwXgjGUPdHRc,SDR,Sales,1,1,1,0,1,412,1,11,737.0,717.0
Working,Inbound,0055zd5SriKEc8WlTo,SDR,Sales,1,1,1,0,0,1160,0,-376,-1037.0,-1058.0
Working,Web,005CyM4CU7TgZ0ieQC,BDR,Sales,1,7,5,2,3,1384,0,74,-1364.0,-1371.0
Nurturing,Event,00552has5XdvFlGgIo,SDR,Sales,1,7,4,3,3,1240,1,355,-1192.0,-1215.0
Working,Partner Referral,005g4fdGzuew1U6NXU,SDR,Sales,1,2,1,1,1,1283,1,-520,-139.0,-158.0
Working,Inbound,005lkDbq9IPSQ2U7zZ,BDR,Sales,1,3,1,2,0,163,0,1188,-87.0,-96.0
Working,Event,005gvRs74Xd8fUlA3x,BDR,Sales,1,1,0,1,0,1319,1,331,-8.0,-38.0
Nurturing,Partner Referral,005RMzHVKudpQtLAvV,SDR,Sales,1,5,1,4,3,938,0,597,-878.0,-899.0
Qualified,Event,005zWOoMnQrwuxqr1I,SDR,Sales,1,2,2,0,1,772,0,430,-771.0,-793.0
Nurturing,Trade Show,005r8kcdxSxYgha9K0,SDR,Sales,1,2,1,1,1,666,1,-342,-346.0,-363.0
Qualified,Outbound,005rfIoTPQqJtbyYEc,SDR,Sales,1,4,1,3,1,1316,1,-176,-1167.0,-1196.0
Qualified,Outbound,005yopVEVGjrYSQu2q,SDR,Sales,1,4,1,3,0,563,1,587,132.0,110.0
Open,Inbound,005udoqsW2EyiZN9b0,BDR,Sales,1,5,4,1,2,486,1,-137,-400.0,-424.0
Nurturing,Inbound,005UyDSWXbJPhakryL,BDR,Sales,1,4,2,2,2,1205,1,-941,-976.0,-1006.0
Nurturing,Partner Referral,005oy1dBH72KcdA9bM,SDR,Sales,1,5,2,3,2,143,0,1183,-122.0,-152.0
Open,Trade Show,005Sq8Z0wjCdFUQUHx,SDR,Sales,1,2,2,0,0,1018,0,-275,-791.0,-803.0
Nurturing,Partner Referral,005U1cnD3W8AfIM0Y9,BDR,Sales,1,4,1,3,1,422,0,644,-401.0,-419.0
Working,Event,005Fg6NzJiUZlow1pr,BDR,Sales,1,5,3,2,2,577,1,656,-388.0,-397.0
Nurturing,Trade Show,005U2hcHrNtlfF5gcz,BDR,Sales,1,3,2,1,1,114,1,-85,676.0,658.0
Nurturing,Inbound,005sj6ewizq0NwPrwm,BDR,Sales,1,4,1,3,1,1387,0,141,-1191.0,-1201.0
Open,Inbound,005aHiW9xNcTdQ2HFK,AE,Sales,1,5,3,2,1,748,1,821,-605.0,-621.0
Open,Web,005uJa3pJEeyQVnsZp,BDR,Sales,1,2,2,0,0,879,1,-799,-729.0,-732.0
Working,Event,005mbGysH2pp4xju3N,SDR,Sales,1,4,3,1,1,795,0,1,-619.0,-629.0
Qualified,Partner Referral,005sj6ewizq0NwPrwm,BDR,Sales,1,4,2,2,2,187,0,1341,-87.0,-106.0
Working,Outbound,0058Bwr0RkCwwLehpc,BDR,Sales,1,1,1,0,1,1096,0,-611,-21.0,-33.0
Nurturing,Partner Referral,005pCTycClXuIF6SUv,BDR,Sales,1,3,1,2,0,1011,0,-245,-885.0,-912.0
Open,Web,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,2,1,1,1,386,0,113,693.0,669.0
Open,Partner Referral,005UyDSWXbJPhakryL,BDR,Sales,1,4,1,3,2,1100,0,-836,-860.0,-879.0
Qualified,Web,005oy1dBH72KcdA9bM,SDR,Sales,1,4,3,1,2,390,1,936,-73.0,-98.0
Open,Partner Referral,005YgcwjR0nrnHIGZX,SDR,Sales,1,1,0,1,0,700,0,843,570.0,560.0
Qualified,Event,005iSUGFUqSTcmtbKs,SDR,Sales,1,1,0,1,1,1187,0,-362,-95.0,-107.0
Nurturing,Partner Referral,005F4DJKwnDrFRcqbf,BDR,Sales,1,5,5,0,0,648,1,511,-622.0,-639.0
Working,Partner Referral,005uK1d6IniB6ZlkqB,SDR,Sales,1,3,2,1,1,1072,1,-985,-962.0,-992.0
Nurturing,Web,0055zd5SriKEc8WlTo,SDR,Sales,1,4,1,3,1,1227,1,-443,-959.0,-962.0
Qualified,Partner Referral,00566La41L76C1ZyfL,SDR,Sales,1,6,2,4,1,1261,0,188,-891.0,-897.0
Qualified,Outbound,0053QDpe3Xj7Gt2h2H,BDR,Sales,1,3,3,0,2,700,0,-201,15.0,12.0
Working,Event,005XZUpRP9HBvLfhY6,BDR,Sales,1,5,3,2,2,235,0,831,165.0,143.0
Nurturing,Trade Show,005mYnZlHWW2dnL0rt,BDR,Sales,1,0,0,0,0,998,1,557,,
Working,Outbound,005ATkmG7VSdpihf48,SDR,Sales,1,5,0,5,0,1121,1,-931,-965.0,-973.0
Qualified,Web,0052vuTGNhPaf9DJtR,SDR,Sales,1,3,2,1,0,162,0,-56,409.0,395.0
Open,Inbound,005F4DJKwnDrFRcqbf,BDR,Sales,1,4,2,2,1,441,1,718,120.0,95.0
Working,Partner Referral,005sW3tnobKnIyN0Nz,SDR,Sales,1,3,1,2,1,220,1,-183,66.0,54.0
Nurturing,Trade Show,005FA8TcXwRGIFLbcj,SDR,Sales,1,6,3,3,2,872,1,180,-471.0,-478.0
Open,Trade Show,005T3CcQW30Fc3HxzP,BDR,Sales,1,4,0,4,0,27,1,318,552.0,533.0
Open,Inbound,005GBFWjFmmyU3YASa,BDR,Sales,1,4,1,3,1,550,0,160,-506.0,-536.0
Nurturing,Inbound,005oTuswObpFtGANeE,SDR,Sales,1,5,2,3,0,79,1,108,-29.0,-57.0
Working,Outbound,005Jf9CIg9lV3G32cG,BDR,Sales,1,4,2,2,2,944,1,49,-875.0,-889.0
Qualified,Outbound,005rfIoTPQqJtbyYEc,SDR,Sales,1,3,1,2,1,567,0,573,-131.0,-154.0
Nurturing,Trade Show,005gXBXTL8NV8xfMOI,BDR,Sales,1,4,2,2,2,306,0,-73,-3.0,-23.0
Working,Inbound,005lwhmSG1MSOXLTAt,SDR,Sales,1,2,2,0,1,966,1,43,-819.0,-836.0
Open,Trade Show,005EQtkoEfdgXDf2kK,AE,Sales,1,3,1,2,0,925,0,-256,-904.0,-914.0
Working,Outbound,005CDjSs8Io3wfG3Ak,AE,Sales,1,1,1,0,1,91,0,407,82.0,65.0
Open,Trade Show,005CyM4CU7TgZ0ieQC,BDR,Sales,1,4,4,0,1,1071,0,387,-854.0,-879.0
Working,Partner Referral,005sW3tnobKnIyN0Nz,SDR,Sales,1,5,3,2,3,872,0,-835,-734.0,-757.0
Working,Partner Referral,005v0k6ScHdsTsZ8Rg,AE,Sales,1,4,2,2,0,1272,1,-251,-1162.0,-1187.0
Nurturing,Trade Show,005XY8kCmJrc8XXcwE,BDR,Sales,1,5,2,3,3,73,1,1018,-53.0,-79.0
Working,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,Sales,1,2,1,1,0,1283,0,-681,-1201.0,-1209.0
Nurturing,Outbound,005GBFWjFmmyU3YASa,BDR,Sales,1,3,3,0,0,225,0,485,89.0,78.0
Qualified,Partner Referral,005DleKhounx1YJ0rP,BDR,Sales,1,7,3,4,2,806,1,-826,-553.0,-557.0
Qualified,Event,005Zig763saiCy9Xs5,BDR,Sales,1,3,2,1,1,773,0,806,-786.0,-787.0
Qualified,Web,005xG5kruHOvgAC23A,BDR,Sales,1,2,2,0,1,305,1,111,-44.0,-57.0
Nurturing,Inbound,005a88RCsXNcc8P2XG,BDR,Sales,1,2,1,1,0,1175,1,145,-1132.0,-1148.0
Nurturing,Event,005KXIvx3Ru4Hx5BVz,SDR,Sales,1,4,4,0,1,1279,1,-484,-1211.0,-1240.0
Nurturing,Web,005oNQqFKPLjEKAacs,SDR,Sales,1,4,1,3,1,600,0,532,-280.0,-298.0
Qualified,Inbound,005kGz3iLXUMdHQq3f,SDR,Sales,1,2,1,1,0,1001,1,-5,-683.0,-709.0
Working,Inbound,005zWOoMnQrwuxqr1I,SDR,Sales,1,8,5,3,3,547,1,655,-502.0,-532.0
Open,Event,005qHaW3q8wb36uD9S,AE,Sales,1,9,3,6,3,816,1,329,-498.0,-512.0
Open,Partner Referral,005XY6JL792Cjz6tvp,BDR,Sales,1,6,5,1,1,508,0,266,-501.0,-529.0
Open,Outbound,005eDoAsKFf2bpyVk2,BDR,Sales,1,3,1,2,1,505,1,-394,-355.0,-385.0
Qualified,Partner Referral,005udoqsW2EyiZN9b0,BDR,Sales,1,2,0,2,0,959,0,-610,-848.0,-868.0
Open,Web,005EF1FFbGvvXzIjDl,SDR,Sales,1,0,0,0,0,1356,1,-290,,
Qualified,Outbound,005eP2OT2tJzd6Dja9,BDR,Sales,1,7,4,3,3,1295,0,-526,-1217.0,-1227.0
Working,Web,005lFrIUHPTHLXsJgY,BDR,Sales,1,2,2,0,1,687,0,85,-517.0,-520.0
Open,Event,005RYrmmC3EMzwluqj,BDR,Sales,1,4,1,3,0,1266,1,-906,-1141.0,-1149.0
Qualified,Partner Referral,005GITA8ZV1nYz3VcV,BDR,Sales,1,0,0,0,0,1266,1,-469,,
Open,Web,00512E80qDwAaI1oOE,SDR,Sales,1,4,3,1,1,1004,0,360,-899.0,-912.0
Open,Web,0055zd5SriKEc8WlTo,SDR,Sales,1,4,1,3,0,782,0,2,-662.0,-668.0
Qualified,Web,0050tsmCN12UJFtP9W,AE,Sales,1,1,1,0,0,118,1,609,838.0,830.0
Open,Partner Referral,005GmCcmrt3DPvCZcO,BDR,Sales,1,8,4,4,4,376,1,645,-357.0,-384.0
Nurturing,Inbound,005oNQqFKPLjEKAacs,SDR,Sales,1,3,2,1,0,282,1,850,20.0,2.0
Qualified,Event,005GnvlPPDq5hOoODG,AE,Sales,1,2,2,0,1,406,1,356,99.0,84.0
Qualified,Outbound,005PkYO2xaCUvet6zY,SDR,Sales,1,3,2,1,1,448,1,258,133.0,128.0
Open,Trade Show,005mbGysH2pp4xju3N,SDR,Sales,1,5,3,2,2,994,1,-198,-898.0,-927.0
Working,Inbound,005T3CcQW30Fc3HxzP,BDR,Sales,1,5,4,1,3,84,0,261,110.0,102.0
Nurturing,Partner Referral,005Iyi4Xhg6R1KQ608,SDR,Sales,1,2,2,0,2,787,1,115,-545.0,-546.0
Open,Outbound,005vqvLHAtIsAKf8Wh,AE,Sales,1,4,0,4,1,888,1,87,-514.0,-539.0
Nurturing,Inbound,005IgSO06ukUkmxr0U,BDR,Sales,1,4,1,3,1,1231,0,-830,-1069.0,-1070.0
Open,Event,005VLfsfX7zhRzFubF,SDR,Sales,1,4,1,3,1,822,1,-25,-604.0,-620.0
Qualified,Event,005H18uJWTVdyNheWe,BDR,Sales,1,3,2,1,2,37,0,78,387.0,371.0
Open,Web,005RNwgHWbHSrrlfhq,BDR,Sales,1,1,1,0,0,217,1,330,-224.0,-227.0
