status,lead_source,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted
Open,Partner Referral,SDR,Sales,3,3,0,1,906,-352,-210.0,-228.0,1
Nurturing,Event,BDR,Sales,3,1,2,0,775,121,-413.0,-433.0,1
Nurturing,Partner Referral,BDR,Sales,5,2,3,4,272,-8,-67.0,-90.0,0
Open,Event,SDR,Sales,7,4,3,4,1042,-1003,-681.0,-700.0,0
Open,Partner Referral,BDR,Sales,2,2,0,1,355,55,150.0,128.0,0
Qualified,Inbound,BDR,Sales,4,2,2,1,1083,-972,-474.0,-489.0,1
Qualified,Event,BDR,Sales,1,0,1,0,91,1142,901.0,883.0,0
Working,Event,BDR,Sales,5,2,3,1,1416,-706,-1155.0,-1157.0,0
Open,Web,SDR,Sales,1,0,1,1,419,365,176.0,167.0,0
Nurturing,Partner Referral,BDR,Sales,1,1,0,0,175,1368,618.0,616.0,0
Qualified,Outbound,SDR,Sales,3,2,1,1,821,617,-315.0,-334.0,0
Open,Trade Show,BDR,Sales,3,2,1,1,641,221,325.0,304.0,1
Working,Event,SDR,Sales,6,3,3,0,906,-111,-889.0,-916.0,1
Nurturing,Event,BDR,Sales,6,2,4,4,1401,-1286,-1390.0,-1407.0,1
Open,Outbound,BDR,Sales,5,3,2,2,1355,-853,-1204.0,-1210.0,0
Open,Trade Show,BDR,Sales,4,2,2,0,67,-136,136.0,121.0,0
Open,Web,SDR,Sales,3,1,2,2,1408,-356,-1384.0,-1395.0,0
Qualified,Outbound,BDR,Sales,7,2,5,0,260,156,-270.0,-276.0,1
Nurturing,Web,SDR,Sales,6,6,0,2,1364,-1040,-1370.0,-1375.0,0
Open,Outbound,SDR,Sales,4,1,3,1,157,1230,329.0,299.0,0
Nurturing,Web,SDR,Sales,5,4,1,0,1173,-180,-957.0,-987.0,1
Working,Partner Referral,BDR,Sales,7,4,3,3,59,633,75.0,52.0,1
Nurturing,Inbound,BDR,Sales,3,2,1,2,132,470,126.0,115.0,1
Qualified,Outbound,SDR,Sales,2,1,1,1,533,-93,312.0,307.0,0
Working,Outbound,AE,Sales,3,0,3,1,941,139,-957.0,-958.0,0
Working,Outbound,BDR,Sales,7,3,4,1,1049,-1069,-1024.0,-1053.0,0
Open,Trade Show,SDR,Sales,2,1,1,1,1348,-757,-976.0,-981.0,0
Working,Outbound,SDR,Sales,3,3,0,1,974,390,-863.0,-872.0,1
Open,Outbound,BDR,Sales,1,0,1,0,503,656,894.0,893.0,0
Open,Partner Referral,BDR,Sales,3,2,1,1,838,741,-798.0,-822.0,1
Qualified,Inbound,SDR,Sales,3,2,1,1,458,45,332.0,322.0,0
Working,Event,SDR,Sales,2,2,0,1,270,880,742.0,730.0,1
Working,Outbound,BDR,Sales,4,2,2,1,1295,-811,-815.0,-818.0,0
Open,Partner Referral,AE,Sales,5,3,2,2,1264,-1294,-572.0,-579.0,0
Nurturing,Inbound,BDR,Sales,7,3,4,2,840,-804,-821.0,-849.0,1
Nurturing,Inbound,AE,Sales,4,1,3,1,1153,-118,-378.0,-379.0,1
Nurturing,Partner Referral,BDR,Sales,6,4,2,2,21,689,137.0,115.0,1
Qualified,Trade Show,SDR,Sales,1,1,0,1,412,11,737.0,717.0,1
Working,Inbound,SDR,Sales,1,1,0,0,1160,-376,-1037.0,-1058.0,0
Working,Web,BDR,Sales,7,5,2,3,1384,74,-1364.0,-1371.0,0
Nurturing,Event,SDR,Sales,7,4,3,3,1240,355,-1192.0,-1215.0,1
Working,Partner Referral,SDR,Sales,2,1,1,1,1283,-520,-139.0,-158.0,1
Working,Inbound,BDR,Sales,3,1,2,0,163,1188,-87.0,-96.0,0
Working,Event,BDR,Sales,1,0,1,0,1319,331,-8.0,-38.0,1
Nurturing,Partner Referral,SDR,Sales,5,1,4,3,938,597,-878.0,-899.0,0
Qualified,Event,SDR,Sales,2,2,0,1,772,430,-771.0,-793.0,0
Nurturing,Trade Show,SDR,Sales,2,1,1,1,666,-342,-346.0,-363.0,1
Qualified,Outbound,SDR,Sales,4,1,3,1,1316,-176,-1167.0,-1196.0,1
Qualified,Outbound,SDR,Sales,4,1,3,0,563,587,132.0,110.0,1
Open,Inbound,BDR,Sales,5,4,1,2,486,-137,-400.0,-424.0,1
Nurturing,Inbound,BDR,Sales,4,2,2,2,1205,-941,-976.0,-1006.0,1
Nurturing,Partner Referral,SDR,Sales,5,2,3,2,143,1183,-122.0,-152.0,0
Open,Trade Show,SDR,Sales,2,2,0,0,1018,-275,-791.0,-803.0,0
Nurturing,Partner Referral,BDR,Sales,4,1,3,1,422,644,-401.0,-419.0,0
Working,Event,BDR,Sales,5,3,2,2,577,656,-388.0,-397.0,1
Nurturing,Trade Show,BDR,Sales,3,2,1,1,114,-85,676.0,658.0,1
Nurturing,Inbound,BDR,Sales,4,1,3,1,1387,141,-1191.0,-1201.0,0
Open,Inbound,AE,Sales,5,3,2,1,748,821,-605.0,-621.0,1
Open,Web,BDR,Sales,2,2,0,0,879,-799,-729.0,-732.0,1
Working,Event,SDR,Sales,4,3,1,1,795,1,-619.0,-629.0,0
Qualified,Partner Referral,BDR,Sales,4,2,2,2,187,1341,-87.0,-106.0,0
Working,Outbound,BDR,Sales,1,1,0,1,1096,-611,-21.0,-33.0,0
Nurturing,Partner Referral,BDR,Sales,3,1,2,0,1011,-245,-885.0,-912.0,0
Open,Web,BDR,Sales,2,1,1,1,386,113,693.0,669.0,0
Open,Partner Referral,BDR,Sales,4,1,3,2,1100,-836,-860.0,-879.0,0
Qualified,Web,SDR,Sales,4,3,1,2,390,936,-73.0,-98.0,1
Open,Partner Referral,SDR,Sales,1,0,1,0,700,843,570.0,560.0,0
Qualified,Event,SDR,Sales,1,0,1,1,1187,-362,-95.0,-107.0,0
Nurturing,Partner Referral,BDR,Sales,5,5,0,0,648,511,-622.0,-639.0,1
Working,Partner Referral,SDR,Sales,3,2,1,1,1072,-985,-962.0,-992.0,1
Nurturing,Web,SDR,Sales,4,1,3,1,1227,-443,-959.0,-962.0,1
Qualified,Partner Referral,SDR,Sales,6,2,4,1,1261,188,-891.0,-897.0,0
Qualified,Outbound,BDR,Sales,3,3,0,2,700,-201,15.0,12.0,0
Working,Event,BDR,Sales,5,3,2,2,235,831,165.0,143.0,0
Nurturing,Trade Show,BDR,Sales,0,0,0,0,998,557,,,1
Working,Outbound,SDR,Sales,5,0,5,0,1121,-931,-965.0,-973.0,1
Qualified,Web,SDR,Sales,3,2,1,0,162,-56,409.0,395.0,0
Open,Inbound,BDR,Sales,4,2,2,1,441,718,120.0,95.0,1
Working,Partner Referral,SDR,Sales,3,1,2,1,220,-183,66.0,54.0,1
Nurturing,Trade Show,SDR,Sales,6,3,3,2,872,180,-471.0,-478.0,1
Open,Trade Show,BDR,Sales,4,0,4,0,27,318,552.0,533.0,1
Open,Inbound,BDR,Sales,4,1,3,1,550,160,-506.0,-536.0,0
Nurturing,Inbound,SDR,Sales,5,2,3,0,79,108,-29.0,-57.0,1
Working,Outbound,BDR,Sales,4,2,2,2,944,49,-875.0,-889.0,1
Qualified,Outbound,SDR,Sales,3,1,2,1,567,573,-131.0,-154.0,0
Nurturing,Trade Show,BDR,Sales,4,2,2,2,306,-73,-3.0,-23.0,0
Working,Inbound,SDR,Sales,2,2,0,1,966,43,-819.0,-836.0,1
Open,Trade Show,AE,Sales,3,1,2,0,925,-256,-904.0,-914.0,0
Working,Outbound,AE,Sales,1,1,0,1,91,407,82.0,65.0,0
Open,Trade Show,BDR,Sales,4,4,0,1,1071,387,-854.0,-879.0,0
Working,Partner Referral,SDR,Sales,5,3,2,3,872,-835,-734.0,-757.0,0
Working,Partner Referral,AE,Sales,4,2,2,0,1272,-251,-1162.0,-1187.0,1
Nurturing,Trade Show,BDR,Sales,5,2,3,3,73,1018,-53.0,-79.0,1
Working,Partner Referral,BDR,Sales,2,1,1,0,1283,-681,-1201.0,-1209.0,0
Nurturing,Outbound,BDR,Sales,3,3,0,0,225,485,89.0,78.0,0
Qualified,Partner Referral,BDR,Sales,7,3,4,2,806,-826,-553.0,-557.0,1
Qualified,Event,BDR,Sales,3,2,1,1,773,806,-786.0,-787.0,0
Qualified,Web,BDR,Sales,2,2,0,1,305,111,-44.0,-57.0,1
Nurturing,Inbound,BDR,Sales,2,1,1,0,1175,145,-1132.0,-1148.0,1
Nurturing,Event,SDR,Sales,4,4,0,1,1279,-484,-1211.0,-1240.0,1
Nurturing,Web,SDR,Sales,4,1,3,1,600,532,-280.0,-298.0,0
Qualified,Inbound,SDR,Sales,2,1,1,0,1001,-5,-683.0,-709.0,1
Working,Inbound,SDR,Sales,8,5,3,3,547,655,-502.0,-532.0,1
Open,Event,AE,Sales,9,3,6,3,816,329,-498.0,-512.0,1
Open,Partner Referral,BDR,Sales,6,5,1,1,508,266,-501.0,-529.0,0
Open,Outbound,BDR,Sales,3,1,2,1,505,-394,-355.0,-385.0,1
Qualified,Partner Referral,BDR,Sales,2,0,2,0,959,-610,-848.0,-868.0,0
Open,Web,SDR,Sales,0,0,0,0,1356,-290,,,1
Qualified,Outbound,BDR,Sales,7,4,3,3,1295,-526,-1217.0,-1227.0,0
Working,Web,BDR,Sales,2,2,0,1,687,85,-517.0,-520.0,0
Open,Event,BDR,Sales,4,1,3,0,1266,-906,-1141.0,-1149.0,1
Qualified,Partner Referral,BDR,Sales,0,0,0,0,1266,-469,,,1
Open,Web,SDR,Sales,4,3,1,1,1004,360,-899.0,-912.0,0
Open,Web,SDR,Sales,4,1,3,0,782,2,-662.0,-668.0,0
Qualified,Web,AE,Sales,1,1,0,0,118,609,838.0,830.0,1
Open,Partner Referral,BDR,Sales,8,4,4,4,376,645,-357.0,-384.0,1
Nurturing,Inbound,SDR,Sales,3,2,1,0,282,850,20.0,2.0,1
Qualified,Event,AE,Sales,2,2,0,1,406,356,99.0,84.0,1
Qualified,Outbound,SDR,Sales,3,2,1,1,448,258,133.0,128.0,1
Open,Trade Show,SDR,Sales,5,3,2,2,994,-198,-898.0,-927.0,1
Working,Inbound,BDR,Sales,5,4,1,3,84,261,110.0,102.0,0
Nurturing,Partner Referral,SDR,Sales,2,2,0,2,787,115,-545.0,-546.0,1
Open,Outbound,AE,Sales,4,0,4,1,888,87,-514.0,-539.0,1
Nurturing,Inbound,BDR,Sales,4,1,3,1,1231,-830,-1069.0,-1070.0,0
Open,Event,SDR,Sales,4,1,3,1,822,-25,-604.0,-620.0,1
Qualified,Event,BDR,Sales,3,2,1,2,37,78,387.0,371.0,0
Open,Web,BDR,Sales,1,1,0,0,217,330,-224.0,-227.0,1
Nurturing,Outbound,BDR,Sales,2,2,0,0,914,190,-661.0,-684.0,0
Nurturing,Inbound,SDR,Sales,4,3,1,1,711,429,-690.0,-701.0,1
Open,Partner Referral,AE,Sales,5,4,1,2,455,928,-367.0,-384.0,0
Open,Inbound,SDR,Sales,7,2,5,3,1034,272,-133.0,-144.0,1
Qualified,Inbound,SDR,Sales,2,1,1,0,82,1259,561.0,531.0,1
Open,Inbound,BDR,Sales,3,2,1,1,825,-323,-496.0,-504.0,0
Nurturing,Web,BDR,Sales,3,1,2,1,1360,175,-804.0,-815.0,0
Qualified,Outbound,SDR,Sales,9,4,5,3,1005,176,-987.0,-1004.0,1
Nurturing,Outbound,SDR,Sales,3,3,0,2,456,-131,279.0,272.0,1
Open,Partner Referral,SDR,Sales,1,1,0,0,583,164,353.0,337.0,0
Nurturing,Event,SDR,Sales,5,2,3,1,103,1303,580.0,575.0,1
Open,Event,SDR,Sales,7,1,6,3,1309,-1231,-1299.0,-1301.0,0
Nurturing,Outbound,BDR,Sales,3,0,3,1,140,379,-17.0,-35.0,1
Nurturing,Inbound,SDR,Sales,5,2,3,1,1314,-1031,-1194.0,-1220.0,0
Qualified,Web,BDR,Sales,4,0,4,1,899,-919,-892.0,-897.0,1
Nurturing,Event,BDR,Sales,4,2,2,1,251,363,70.0,48.0,0
Working,Event,SDR,Sales,6,3,3,1,733,274,-276.0,-293.0,0
Nurturing,Partner Referral,SDR,Sales,2,1,1,0,989,-205,-322.0,-338.0,1
Working,Partner Referral,SDR,Sales,3,1,2,2,884,565,-871.0,-887.0,0
Open,Trade Show,SDR,Sales,2,1,1,1,248,192,-145.0,-157.0,1
Qualified,Trade Show,BDR,Sales,8,5,3,2,45,1534,108.0,81.0,1
Working,Web,SDR,Sales,6,3,3,1,1073,-166,-1080.0,-1094.0,1
Qualified,Partner Referral,SDR,Sales,4,2,2,2,528,256,-489.0,-507.0,1
Open,Event,BDR,Sales,3,0,3,1,327,587,34.0,12.0,1
Working,Web,BDR,Sales,5,2,3,1,610,-91,-611.0,-618.0,1
Working,Event,BDR,Sales,4,1,3,0,1270,273,-1145.0,-1174.0,0
Nurturing,Trade Show,SDR,Sales,4,1,3,2,658,-274,-481.0,-510.0,0
Working,Inbound,BDR,Sales,3,1,2,0,278,788,379.0,361.0,1
Open,Web,BDR,Sales,2,0,2,1,1161,-581,-338.0,-343.0,0
Nurturing,Partner Referral,SDR,Sales,6,4,2,1,1195,-293,-495.0,-516.0,1
Working,Web,BDR,Sales,6,3,3,1,1210,334,-1076.0,-1083.0,0
Qualified,Outbound,SDR,Sales,4,0,4,1,704,-617,-528.0,-552.0,1
Nurturing,Trade Show,AE,Sales,4,2,2,2,1049,-197,-757.0,-759.0,1
Qualified,Outbound,BDR,Sales,1,1,0,0,413,678,482.0,462.0,0
Nurturing,Outbound,SDR,Sales,2,1,1,1,7,221,184.0,182.0,0
Qualified,Event,SDR,Sales,5,2,3,1,5,319,500.0,475.0,0
Nurturing,Inbound,SDR,Sales,1,1,0,1,1193,-602,-826.0,-836.0,0
Nurturing,Outbound,AE,Sales,7,5,2,3,705,-11,-555.0,-575.0,0
Open,Inbound,SDR,Sales,3,0,3,2,726,476,-553.0,-578.0,1
Working,Outbound,SDR,Sales,3,0,3,2,627,871,-518.0,-522.0,0
Nurturing,Partner Referral,SDR,Sales,2,0,2,1,1282,-1267,-794.0,-805.0,1
Open,Trade Show,SDR,Sales,5,2,3,1,99,-11,103.0,85.0,1
Qualified,Inbound,SDR,Sales,3,1,2,0,1440,37,-1328.0,-1346.0,1
Nurturing,Event,SDR,Sales,7,2,5,4,302,184,-266.0,-276.0,0
Working,Inbound,SDR,Sales,8,5,3,2,184,1239,-95.0,-115.0,0
Working,Partner Referral,AE,Sales,4,1,3,2,1222,-1231,-1198.0,-1218.0,1
Open,Outbound,SDR,Sales,3,1,2,1,900,152,-588.0,-589.0,1
Open,Partner Referral,SDR,Sales,2,0,2,1,116,546,518.0,514.0,1
Nurturing,Partner Referral,SDR,Sales,3,2,1,1,254,96,-106.0,-120.0,0
Nurturing,Inbound,AE,Sales,3,3,0,0,1065,615,-805.0,-831.0,1
Working,Partner Referral,BDR,Sales,5,4,1,1,1179,-382,-1071.0,-1086.0,0
Open,Outbound,SDR,Sales,2,1,1,0,1159,-396,-941.0,-963.0,1
Qualified,Event,SDR,Sales,3,2,1,1,798,566,-324.0,-328.0,1
Nurturing,Inbound,BDR,Sales,2,1,1,1,265,1205,575.0,550.0,0
Working,Partner Referral,BDR,Sales,3,0,3,2,1333,-103,-1100.0,-1119.0,1
Qualified,Inbound,BDR,Sales,3,1,2,2,962,-196,-248.0,-265.0,0
Open,Inbound,AE,Sales,2,1,1,0,950,206,-787.0,-802.0,1
Qualified,Outbound,AE,Sales,1,0,1,0,264,147,777.0,766.0,1
Nurturing,Web,BDR,Sales,3,2,1,1,834,-601,-780.0,-799.0,0
Open,Inbound,BDR,Sales,2,0,2,1,504,600,-416.0,-446.0,1
Nurturing,Outbound,SDR,Sales,4,0,4,0,59,-61,48.0,37.0,1
Open,Trade Show,BDR,Sales,1,0,1,0,697,885,101.0,78.0,1
Open,Web,BDR,Sales,3,0,3,1,1003,101,-922.0,-935.0,1
Nurturing,Outbound,BDR,Sales,3,1,2,0,398,12,-348.0,-359.0,0
Working,Inbound,SDR,Sales,6,3,3,1,211,212,126.0,110.0,0
Open,Partner Referral,BDR,Sales,4,2,2,3,1233,-888,-611.0,-612.0,1
Open,Inbound,BDR,Sales,2,2,0,1,77,1505,676.0,669.0,1
Qualified,Inbound,BDR,Sales,5,3,2,1,697,-766,-599.0,-626.0,0
Open,Inbound,BDR,Sales,4,2,2,1,797,673,-467.0,-475.0,0
Nurturing,Trade Show,AE,Sales,0,0,0,0,855,-615,,,1
Qualified,Outbound,SDR,Sales,1,0,1,1,1200,-538,-1055.0,-1061.0,1
Qualified,Inbound,SDR,Sales,4,2,2,1,78,0,214.0,193.0,0
Working,Partner Referral,SDR,Sales,4,2,2,1,359,822,-267.0,-283.0,0
Nurturing,Trade Show,SDR,Sales,5,4,1,1,11,130,121.0,96.0,1
Qualified,Partner Referral,BDR,Sales,5,3,2,1,1372,-603,-1106.0,-1125.0,1
Nurturing,Inbound,BDR,Sales,2,0,2,1,656,923,-621.0,-637.0,0
Working,Partner Referral,BDR,Sales,2,2,0,1,178,1292,-15.0,-37.0,1
Working,Event,SDR,Sales,3,2,1,1,1256,274,-1095.0,-1101.0,0
Open,Web,BDR,Sales,5,1,4,0,727,808,-313.0,-339.0,1
Open,Web,BDR,Sales,6,5,1,3,1093,451,-1108.0,-1110.0,1
Working,Trade Show,BDR,Sales,3,0,3,0,981,178,-957.0,-970.0,1
Open,Inbound,BDR,Sales,4,2,2,0,218,711,-224.0,-248.0,0
Open,Partner Referral,BDR,Sales,5,2,3,1,1385,-838,-1393.0,-1395.0,0
Working,Event,BDR,Sales,1,0,1,0,1382,-981,46.0,28.0,0
Working,Trade Show,BDR,Sales,2,1,1,1,959,-267,-983.0,-986.0,1
Working,Inbound,SDR,Sales,3,1,2,2,681,-90,-441.0,-465.0,1
Qualified,Web,SDR,Sales,8,2,6,4,504,202,-344.0,-352.0,1
Open,Partner Referral,SDR,Sales,4,4,0,1,868,-72,-442.0,-470.0,0
Working,Trade Show,BDR,Sales,4,3,1,4,1265,352,-878.0,-894.0,0
Open,Inbound,BDR,Sales,4,1,3,0,45,70,139.0,120.0,0
Qualified,Inbound,BDR,Sales,2,1,1,1,890,131,-653.0,-675.0,0
Nurturing,Partner Referral,BDR,Sales,2,1,1,1,1106,-40,-431.0,-451.0,1
Open,Partner Referral,SDR,Sales,4,3,1,3,244,310,-27.0,-29.0,1
Working,Outbound,BDR,Sales,3,0,3,0,77,670,456.0,435.0,1
Open,Trade Show,BDR,Sales,3,2,1,1,875,476,-499.0,-526.0,1
Open,Event,BDR,Sales,2,0,2,0,508,1123,-8.0,-9.0,1
Nurturing,Inbound,SDR,Sales,3,0,3,2,1438,-74,-1346.0,-1367.0,1
Qualified,Trade Show,BDR,Sales,2,0,2,0,152,333,-74.0,-93.0,0
Open,Outbound,BDR,Sales,3,1,2,1,326,-246,-323.0,-352.0,0
Working,Partner Referral,BDR,Sales,2,1,1,0,994,-392,97.0,78.0,1
Working,Partner Referral,BDR,Sales,3,2,1,1,468,-123,84.0,76.0,0
Qualified,Outbound,SDR,Sales,5,3,2,1,958,637,-538.0,-540.0,0
Open,Event,SDR,Sales,0,0,0,0,769,-63,,,0
Nurturing,Outbound,SDR,Sales,3,2,1,2,310,40,-333.0,-341.0,0
Qualified,Trade Show,SDR,Sales,5,2,3,1,1,117,491.0,489.0,1
Open,Inbound,SDR,Sales,4,3,1,2,1316,-762,-833.0,-862.0,1
Qualified,Event,AE,Sales,4,1,3,3,1272,-345,-1098.0,-1099.0,1
Qualified,Trade Show,BDR,Sales,3,1,2,1,1452,-132,-1307.0,-1308.0,0
Working,Inbound,SDR,Sales,2,0,2,1,885,669,357.0,336.0,0
Nurturing,Event,BDR,Sales,2,1,1,0,778,-847,-741.0,-762.0,1
Open,Trade Show,BDR,Sales,3,2,1,1,191,802,56.0,36.0,0
Nurturing,Partner Referral,SDR,Sales,5,3,2,1,1130,-539,-1001.0,-1030.0,0
Open,Inbound,BDR,Sales,4,3,1,0,968,-648,-921.0,-939.0,0
Working,Trade Show,SDR,Sales,3,2,1,0,191,-73,-203.0,-207.0,1
Nurturing,Partner Referral,SDR,Sales,5,3,2,2,581,-353,-212.0,-225.0,1
Open,Trade Show,SDR,Sales,3,3,0,0,922,-924,-857.0,-884.0,1
Open,Inbound,SDR,Sales,2,0,2,1,1176,-44,-242.0,-254.0,0
Qualified,Event,SDR,Sales,7,4,3,2,1041,365,-974.0,-983.0,0
Open,Trade Show,SDR,Sales,4,2,2,1,1014,-908,-994.0,-996.0,1
Nurturing,Event,BDR,Sales,5,3,2,1,1027,-543,-861.0,-890.0,1
Open,Inbound,BDR,Sales,5,2,3,2,1252,-323,-1164.0,-1186.0,0
Qualified,Event,SDR,Sales,3,2,1,1,730,555,437.0,436.0,0
Working,Web,BDR,Sales,4,2,2,1,210,856,-213.0,-231.0,0
Open,Partner Referral,BDR,Sales,4,1,3,1,778,-68,-25.0,-45.0,0
Working,Partner Referral,AE,Sales,2,2,0,0,872,156,-26.0,-40.0,0
Working,Event,AE,Sales,3,0,3,1,830,542,-558.0,-569.0,0
Working,Inbound,SDR,Sales,2,2,0,1,340,-252,-203.0,-220.0,1
Nurturing,Trade Show,SDR,Sales,2,0,2,0,904,594,-876.0,-877.0,0
Working,Partner Referral,SDR,Sales,6,4,2,1,1118,-734,-704.0,-705.0,0
Working,Event,SDR,Sales,1,0,1,0,1111,-425,27.0,22.0,0
Nurturing,Trade Show,BDR,Sales,3,0,3,0,953,505,-422.0,-444.0,0
Working,Outbound,AE,Sales,5,4,1,1,460,923,-369.0,-389.0,1
Open,Inbound,BDR,Sales,8,3,5,3,987,246,-913.0,-925.0,0
Qualified,Inbound,SDR,Sales,4,1,3,1,1038,-598,-791.0,-798.0,1
Nurturing,Trade Show,BDR,Sales,1,1,0,1,1378,-219,-510.0,-530.0,1
Working,Inbound,SDR,Sales,2,1,1,0,987,-838,-932.0,-952.0,0
Open,Event,BDR,Sales,5,2,3,1,1191,-100,-1188.0,-1201.0,0
Working,Trade Show,SDR,Sales,3,2,1,0,1209,-1103,-458.0,-481.0,0
Working,Outbound,BDR,Sales,2,0,2,1,1008,-592,-684.0,-690.0,1
Open,Trade Show,BDR,Sales,4,3,1,1,94,316,10.0,9.0,1
Nurturing,Web,SDR,Sales,3,1,2,1,857,449,-404.0,-410.0,0
Qualified,Inbound,BDR,Sales,3,2,1,1,1319,-253,-651.0,-680.0,1
Open,Partner Referral,BDR,Sales,1,1,0,0,1404,-1293,-10.0,-18.0,0
Qualified,Trade Show,BDR,Sales,2,1,1,2,1001,-965,-797.0,-819.0,1
Open,Outbound,SDR,Sales,3,1,2,0,1333,-27,-778.0,-784.0,0
Working,Trade Show,BDR,Sales,3,1,2,0,330,442,-209.0,-223.0,1
Open,Trade Show,BDR,Sales,4,1,3,2,137,410,-31.0,-33.0,0
Working,Event,BDR,Sales,9,4,5,4,613,-111,-580.0,-607.0,1
Working,Outbound,BDR,Sales,1,1,0,1,1456,-659,-1466.0,-1472.0,1
Qualified,Web,SDR,Sales,3,2,1,0,1231,420,-408.0,-414.0,0
Working,Web,BDR,Sales,1,0,1,0,133,1187,1211.0,1209.0,1
Nurturing,Partner Referral,BDR,Sales,4,3,1,0,202,99,577.0,550.0,1
Qualified,Partner Referral,BDR,Sales,1,0,1,0,189,804,433.0,418.0,0
Working,Event,SDR,Sales,0,0,0,0,1035,-238,,,0
Working,Trade Show,SDR,Sales,2,0,2,1,463,943,135.0,125.0,1
Qualified,Trade Show,BDR,Sales,6,4,2,2,225,-197,-85.0,-98.0,1
Open,Outbound,BDR,Sales,3,2,1,1,107,157,-97.0,-114.0,1
Nurturing,Event,BDR,Sales,1,1,0,1,257,515,122.0,100.0,0
Open,Outbound,SDR,Sales,5,3,2,1,620,215,-584.0,-594.0,1
Nurturing,Event,SDR,Sales,2,1,1,1,980,-145,-974.0,-977.0,1
Nurturing,Web,SDR,Sales,3,2,1,1,768,413,-784.0,-789.0,0
Working,Outbound,AE,Sales,3,1,2,1,1360,-376,-855.0,-869.0,0
Nurturing,Event,AE,Sales,2,1,1,1,1121,-651,-393.0,-402.0,1
Nurturing,Trade Show,SDR,Sales,4,1,3,0,1329,-277,-1032.0,-1048.0,1
Open,Event,BDR,Sales,1,0,1,1,892,652,94.0,79.0,1
Qualified,Partner Referral,SDR,Sales,2,2,0,1,792,-130,-749.0,-765.0,0
Working,Trade Show,SDR,Sales,1,1,0,0,1301,-99,-267.0,-269.0,0
Nurturing,Event,SDR,Sales,5,2,3,2,1448,-1220,-859.0,-885.0,1
Qualified,Outbound,SDR,Sales,2,2,0,1,55,688,267.0,239.0,1
Working,Web,SDR,Sales,5,1,4,4,694,-607,-504.0,-529.0,0
Open,Outbound,SDR,Sales,2,1,1,0,65,1075,885.0,872.0,0
Working,Partner Referral,SDR,Sales,6,3,3,2,725,477,-311.0,-334.0,0
Qualified,Partner Referral,SDR,Sales,8,6,2,2,873,-858,-699.0,-703.0,1
Qualified,Event,BDR,Sales,5,1,4,3,986,472,-941.0,-945.0,0
Open,Outbound,SDR,Sales,7,7,0,3,783,-276,-470.0,-473.0,0
Open,Web,SDR,Sales,2,2,0,1,1144,-760,-566.0,-590.0,1
Open,Trade Show,SDR,Sales,5,3,2,1,1370,-867,-654.0,-674.0,1
Nurturing,Web,BDR,Sales,4,2,2,1,302,1241,-258.0,-272.0,0
Open,Event,SDR,Sales,5,2,3,3,530,-515,-102.0,-123.0,0
Qualified,Web,BDR,Sales,4,3,1,1,639,896,-532.0,-561.0,1
Qualified,Web,BDR,Sales,7,6,1,2,1288,-392,-1207.0,-1213.0,1
Working,Inbound,SDR,Sales,7,4,3,1,609,226,-469.0,-498.0,0
Nurturing,Inbound,BDR,Sales,1,1,0,0,450,309,-266.0,-277.0,0
Qualified,Partner Referral,BDR,Sales,4,3,1,4,889,-488,-792.0,-813.0,0
Working,Inbound,SDR,Sales,5,3,2,1,42,99,255.0,227.0,0
Open,Outbound,AE,Sales,6,3,3,2,1155,-962,-925.0,-951.0,0
Nurturing,Inbound,SDR,Sales,3,1,2,0,263,291,-188.0,-190.0,0
Qualified,Web,SDR,Sales,6,3,3,2,894,391,-643.0,-668.0,1
Working,Web,BDR,Sales,6,3,3,4,375,1160,-366.0,-370.0,0
Qualified,Event,SDR,Sales,5,1,4,1,694,-369,-578.0,-587.0,0
Working,Outbound,BDR,Sales,5,2,3,1,353,880,72.0,68.0,1
Working,Web,SDR,Sales,3,1,2,0,205,-15,258.0,241.0,1
Qualified,Outbound,SDR,Sales,3,3,0,0,1217,-165,-939.0,-969.0,1
Working,Partner Referral,AE,Sales,3,3,0,0,245,682,-179.0,-199.0,1
Qualified,Partner Referral,BDR,Sales,2,1,1,0,404,-289,-179.0,-190.0,0
Qualified,Web,SDR,Sales,3,2,1,1,1138,168,-1108.0,-1117.0,0
Qualified,Trade Show,AE,Sales,5,2,3,1,1319,-33,-1165.0,-1181.0,0
Qualified,Partner Referral,BDR,Sales,2,2,0,0,835,27,-651.0,-666.0,1
Qualified,Inbound,SDR,Sales,7,5,2,3,1025,-947,-716.0,-729.0,1
Working,Inbound,SDR,Sales,2,1,1,0,1193,-1106,115.0,86.0,0
Working,Partner Referral,BDR,Sales,4,2,2,1,460,39,-383.0,-410.0,0
Open,Trade Show,SDR,Sales,2,1,1,0,36,1114,123.0,96.0,1
Open,Outbound,SDR,Sales,9,4,5,2,987,194,-827.0,-840.0,1
Working,Outbound,BDR,Sales,2,0,2,0,130,732,10.0,-8.0,1
Nurturing,Partner Referral,BDR,Sales,2,1,1,1,1349,121,-1006.0,-1020.0,1
Open,Inbound,BDR,Sales,3,1,2,3,764,-363,-569.0,-581.0,1
Nurturing,Inbound,SDR,Sales,5,3,2,3,531,-516,-213.0,-224.0,0
