status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted
Open,Inbound,005mYnZlHWW2dnL0rt,BDR,2,1,1,2,136,1419,0.0,0.0,0.5,0.5,1.0,0.0145985401459854,0.0145985401459854,0.0014084507042253,1.0,1.0,91_180,1_2,0
Open,Trade Show,005lwhmSG1MSOXLTAt,SDR,6,5,1,0,55,954,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.1071428571428571,0.0,0.006282722513089,1.0,1.0,31_90,6_10,1
Nurturing,Partner Referral,005uJa3pJEeyQVnsZp,BDR,5,2,3,3,1266,-1186,0.0,0.0,0.4,0.6,0.6,0.0039463299131807,0.0023677979479084,-0.0042194092827004,1.0,1.0,730_plus,3_5,0
Qualified,Outbound,005Xq8vs8ialvuJ4ap,SDR,8,3,5,1,1109,-991,0.0,0.0,0.375,0.625,0.125,0.0072072072072072,0.0009009009009009,-0.008080808080808,1.0,1.0,730_plus,6_10,0
Qualified,Partner Referral,005vvizm5OfORbfBYV,SDR,5,4,1,3,176,1109,0.0,0.0,0.8,0.2,0.6,0.0282485875706214,0.0169491525423728,0.0045045045045045,1.0,1.0,91_180,3_5,1
Qualified,Inbound,005eDoAsKFf2bpyVk2,BDR,1,0,1,0,569,-458,0.0,0.0,0.0,1.0,0.0,0.0017543859649122,0.0,-0.0021881838074398,1.0,1.0,366_730,1_2,0
Open,Inbound,005AQpXsPDqHdTKZrg,AE,2,2,0,0,309,1047,152.0,128.0,1.0,0.0,0.0,0.0064516129032258,0.0,0.0019083969465648,0.007751937984496124,0.006535947712418301,181_365,1_2,1
Working,Outbound,005bZBvn4MclbYAtNN,SDR,6,4,2,2,896,-410,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0066889632107023,0.0022296544035674,-0.0146699266503667,1.0,1.0,730_plus,6_10,1
Nurturing,Inbound,005DS8Y3naP935K0U7,BDR,2,1,1,1,131,968,70.0,45.0,0.5,0.5,0.5,0.0151515151515151,0.0075757575757575,0.002063983488132,0.021739130434782608,0.014084507042253521,91_180,1_2,1
Open,Event,005hrcAAsV0H3bsIeE,SDR,2,1,1,0,883,-499,0.0,0.0,0.5,0.5,0.0,0.002262443438914,0.0,-0.0040160642570281,1.0,1.0,730_plus,1_2,0
Nurturing,Web,005I4QuXwZXCZDkjMX,AE,6,2,4,1,518,531,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,0.0115606936416184,0.001926782273603,0.0112781954887218,1.0,1.0,366_730,6_10,0
Nurturing,Inbound,005f9kyPUYR0yZXH7k,SDR,0,0,0,0,52,273,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31_90,0,0
Working,Inbound,005ZmDANT8NxIwQSUH,BDR,2,1,1,0,341,-410,352.0,337.0,0.5,0.5,0.0,0.0058479532163742,0.0,-0.0048899755501222,0.0029585798816568047,0.0028328611898017,181_365,1_2,0
Working,Outbound,005r8kcdxSxYgha9K0,SDR,6,3,3,3,1285,-961,0.0,0.0,0.5,0.5,0.5,0.0046656298600311,0.0023328149300155,-0.00625,1.0,1.0,730_plus,6_10,1
Open,Partner Referral,005fDW8pqYyhUsaaJT,SDR,2,1,1,1,1125,-439,0.0,0.0,0.5,0.5,0.5,0.0017761989342806,0.0008880994671403,-0.0045662100456621,1.0,1.0,730_plus,1_2,1
Qualified,Inbound,005iSUGFUqSTcmtbKs,SDR,3,1,2,2,351,474,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0085227272727272,0.0056818181818181,0.0063157894736842,1.0,1.0,181_365,3_5,0
Open,Web,005ZRAk3rxvD6mvf15,BDR,7,1,6,3,737,-235,0.0,0.0,0.1428571428571428,0.8571428571428571,0.4285714285714285,0.0094850948509485,0.0040650406504065,-0.0299145299145299,1.0,1.0,730_plus,6_10,0
Nurturing,Trade Show,005kGz3iLXUMdHQq3f,SDR,10,6,4,4,1006,-10,0.0,0.0,0.6,0.4,0.4,0.009930486593843,0.0039721946375372,-1.1111111111111112,1.0,1.0,730_plus,6_10,0
Nurturing,Web,0055pWDZRM9H820dFq,SDR,1,1,0,1,301,49,540.0,517.0,1.0,0.0,1.0,0.0033112582781456,0.0033112582781456,0.02,0.0019305019305019305,0.0018484288354898336,181_365,1_2,1
Working,Event,005vvizm5OfORbfBYV,SDR,2,1,1,0,1400,-115,0.0,0.0,0.5,0.5,0.0,0.0014275517487508,0.0,-0.0175438596491228,1.0,1.0,730_plus,1_2,0
Qualified,Partner Referral,005eP2OT2tJzd6Dja9,BDR,8,3,5,2,1150,-381,0.0,0.0,0.375,0.625,0.25,0.0069504778453518,0.0017376194613379,-0.0210526315789473,1.0,1.0,730_plus,6_10,1
Nurturing,Web,005FmC4bvUmQBFO9r1,BDR,4,3,1,0,903,775,0.0,0.0,0.75,0.25,0.0,0.0044247787610619,0.0,0.0051546391752577,1.0,1.0,730_plus,3_5,0
Nurturing,Event,005Xq8vs8ialvuJ4ap,SDR,2,1,1,1,1254,-1136,0.0,0.0,0.5,0.5,0.5,0.0015936254980079,0.0007968127490039,-0.0017621145374449,1.0,1.0,730_plus,1_2,1
Qualified,Outbound,005PuqoGxlvwVICWiV,BDR,10,8,2,2,1195,387,0.0,0.0,0.8,0.2,0.2,0.0083612040133779,0.0016722408026755,0.0257731958762886,1.0,1.0,730_plus,6_10,1
Open,Trade Show,005Ozb2jx0nnrpjBm7,SDR,4,1,3,2,1293,-30,0.0,0.0,0.25,0.75,0.5,0.0030911901081916,0.0015455950540958,-0.1379310344827586,1.0,1.0,730_plus,3_5,0
Qualified,Event,005mbGysH2pp4xju3N,SDR,8,6,2,3,680,116,0.0,0.0,0.75,0.25,0.375,0.0117474302496328,0.0044052863436123,0.0683760683760683,1.0,1.0,366_730,6_10,1
Working,Partner Referral,005chtXE6kHD1j5gMk,BDR,3,1,2,1,503,512,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0059523809523809,0.0019841269841269,0.0058479532163742,1.0,1.0,366_730,3_5,1
Qualified,Web,005GITA8ZV1nYz3VcV,BDR,3,1,2,0,586,211,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0051107325383304,0.0,0.0141509433962264,1.0,1.0,366_730,3_5,0
Nurturing,Partner Referral,005BLRswT6VWAL3Jkq,BDR,2,0,2,1,546,190,0.0,0.0,0.0,1.0,0.5,0.0036563071297989,0.0018281535648994,0.0104712041884816,1.0,1.0,366_730,1_2,1
Nurturing,Web,005Sq8Z0wjCdFUQUHx,SDR,5,1,4,2,1408,-665,0.0,0.0,0.2,0.8,0.4,0.0035486160397444,0.0014194464158978,-0.0075301204819277,1.0,1.0,730_plus,3_5,1
Working,Event,005mYnZlHWW2dnL0rt,BDR,4,2,2,3,402,1153,15.0,6.0,0.5,0.5,0.75,0.009925558312655,0.0074441687344913,0.0034662045060658,0.14285714285714285,0.0625,366_730,3_5,1
Open,Inbound,005Sq8Z0wjCdFUQUHx,SDR,4,4,0,0,1258,-515,0.0,0.0,1.0,0.0,0.0,0.0031771247021445,0.0,-0.0077821011673151,1.0,1.0,730_plus,3_5,0
Working,Event,0053WZIwXgjGUPdHRc,SDR,2,1,1,1,1180,-757,0.0,0.0,0.5,0.5,0.5,0.0016934801016088,0.0008467400508044,-0.0026455026455026,1.0,1.0,730_plus,1_2,1
Qualified,Outbound,005H18uJWTVdyNheWe,BDR,0,0,0,0,1064,-949,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,0,1
Working,Web,005gXBXTL8NV8xfMOI,BDR,3,1,2,2,844,-611,94.0,66.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0035502958579881,0.0023668639053254,-0.0049180327868852,0.014925373134328358,0.010526315789473684,730_plus,3_5,0
Open,Inbound,005KXIvx3Ru4Hx5BVz,SDR,5,4,1,2,177,618,29.0,6.0,0.8,0.2,0.4,0.0280898876404494,0.0112359550561797,0.0080775444264943,0.14285714285714285,0.03333333333333333,91_180,3_5,0
Open,Outbound,005FmC4bvUmQBFO9r1,BDR,3,0,3,1,1430,248,0.0,0.0,0.0,1.0,0.3333333333333333,0.0020964360587002,0.0006988120195667,0.0120481927710843,1.0,1.0,730_plus,3_5,0
Working,Trade Show,005PuqoGxlvwVICWiV,BDR,5,3,2,1,467,1115,0.0,0.0,0.6,0.4,0.2,0.0106837606837606,0.0021367521367521,0.0044802867383512,1.0,1.0,366_730,3_5,0
Open,Web,005iSUGFUqSTcmtbKs,SDR,2,1,1,1,648,177,0.0,0.0,0.5,0.5,0.5,0.0030816640986132,0.0015408320493066,0.0112359550561797,1.0,1.0,366_730,1_2,0
Open,Inbound,005nz6ixedb0ulRU2P,BDR,2,1,1,0,839,778,0.0,0.0,0.5,0.5,0.0,0.0023809523809523,0.0,0.0025673940949935,1.0,1.0,730_plus,1_2,0
Qualified,Event,005YJKL1sxnz5KucCa,SDR,5,1,4,1,483,179,0.0,0.0,0.2,0.8,0.2,0.0103305785123966,0.0020661157024793,0.0277777777777777,1.0,1.0,366_730,3_5,0
Open,Trade Show,005JwwpEL8xofdwkwl,SDR,0,0,0,0,1298,-463,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,0,0
Nurturing,Event,005kYbLfois6p7LjKf,SDR,4,4,0,1,138,369,283.0,271.0,1.0,0.0,0.25,0.0287769784172661,0.0071942446043165,0.0108108108108108,0.003676470588235294,0.0035211267605633804,91_180,3_5,0
Open,Partner Referral,005SW3xD3pVRHzXb4Z,SDR,4,3,1,0,435,1003,0.0,0.0,0.75,0.25,0.0,0.0091743119266055,0.0,0.0039840637450199,1.0,1.0,366_730,3_5,0
Open,Trade Show,00512E80qDwAaI1oOE,SDR,5,2,3,1,594,770,0.0,0.0,0.4,0.6,0.2,0.0084033613445378,0.0016806722689075,0.0064850843060959,1.0,1.0,366_730,3_5,1
Qualified,Outbound,005gYdlj9yv5Cc6zkp,BDR,1,0,1,0,898,-597,0.0,0.0,0.0,1.0,0.0,0.0011123470522803,0.0,-0.0016778523489932,1.0,1.0,730_plus,1_2,1
Nurturing,Partner Referral,005SW3xD3pVRHzXb4Z,SDR,6,3,3,1,518,920,0.0,0.0,0.5,0.5,0.1666666666666666,0.0115606936416184,0.001926782273603,0.006514657980456,1.0,1.0,366_730,6_10,1
Open,Outbound,005YgcwjR0nrnHIGZX,SDR,4,3,1,1,825,718,0.0,0.0,0.75,0.25,0.25,0.0048426150121065,0.0012106537530266,0.0055632823365785,1.0,1.0,730_plus,3_5,1
Qualified,Outbound,005ZgXPYFXOBU7G1tp,BDR,7,6,1,1,3,599,81.0,64.0,0.8571428571428571,0.1428571428571428,0.1428571428571428,1.75,0.25,0.0116666666666666,0.015384615384615385,0.012195121951219513,0_30,6_10,1
Open,Inbound,005bLIYitOgj1qzWEZ,AE,3,1,2,2,42,1638,613.0,589.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0697674418604651,0.0465116279069767,0.0018303843807199,0.001694915254237288,0.0016286644951140066,31_90,3_5,1
Open,Event,0053WZIwXgjGUPdHRc,SDR,5,2,3,2,831,-408,0.0,0.0,0.4,0.6,0.4,0.0060096153846153,0.0024038461538461,-0.0122850122850122,1.0,1.0,730_plus,3_5,1
Working,Inbound,0054cPwdknqYVBf2UL,BDR,6,2,4,2,1348,-434,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0044477390659747,0.0014825796886582,-0.0138568129330254,1.0,1.0,730_plus,6_10,0
Working,Outbound,005aABhuRiSBg0srbz,SDR,2,2,0,1,1353,-1070,0.0,0.0,1.0,0.0,0.5,0.001477104874446,0.000738552437223,-0.0018709073900841,1.0,1.0,730_plus,1_2,0
Nurturing,Web,00552has5XdvFlGgIo,SDR,3,2,1,2,13,1582,1175.0,1155.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2142857142857142,0.1428571428571428,0.0018951358180669,0.0008650519031141869,0.0008503401360544217,0_30,3_5,1
Working,Web,005mm9vtHx0K9TGlB7,SDR,5,2,3,3,144,410,40.0,29.0,0.4,0.6,0.6,0.0344827586206896,0.0206896551724137,0.0121654501216545,0.03333333333333333,0.024390243902439025,91_180,3_5,0
Open,Event,005BLRswT6VWAL3Jkq,BDR,2,0,2,1,1458,-722,0.0,0.0,0.0,1.0,0.5,0.0013708019191226,0.0006854009595613,-0.0027739251040221,1.0,1.0,730_plus,1_2,0
Qualified,Partner Referral,005U1SVjkIk2fyV5rw,SDR,2,1,1,0,1141,-1126,0.0,0.0,0.5,0.5,0.0,0.0017513134851138,0.0,-0.0017777777777777,1.0,1.0,730_plus,1_2,1
Qualified,Trade Show,005PsOTr02Fp2pwCFZ,BDR,4,2,2,3,592,100,0.0,0.0,0.5,0.5,0.75,0.0067453625632377,0.0050590219224283,0.0396039603960396,1.0,1.0,366_730,3_5,1
Working,Outbound,005SzPtEFRJYtyoJvY,BDR,5,4,1,1,21,543,160.0,159.0,0.8,0.2,0.2,0.2272727272727272,0.0454545454545454,0.0091911764705882,0.00625,0.006211180124223602,0_30,3_5,1
Open,Outbound,005hrcAAsV0H3bsIeE,SDR,5,2,3,0,413,-29,0.0,0.0,0.4,0.6,0.0,0.0120772946859903,0.0,-0.1785714285714285,1.0,1.0,366_730,3_5,1
Qualified,Inbound,005KXIvx3Ru4Hx5BVz,SDR,6,3,3,2,974,-179,0.0,0.0,0.5,0.5,0.3333333333333333,0.0061538461538461,0.002051282051282,-0.0337078651685393,1.0,1.0,730_plus,6_10,0
Working,Outbound,005YgcwjR0nrnHIGZX,SDR,4,2,2,1,1104,439,0.0,0.0,0.5,0.5,0.25,0.0036199095022624,0.0009049773755656,0.009090909090909,1.0,1.0,730_plus,3_5,1
Qualified,Trade Show,005lwhmSG1MSOXLTAt,SDR,8,2,6,4,82,927,321.0,316.0,0.25,0.75,0.5,0.0963855421686747,0.0481927710843373,0.0086206896551724,0.0031545741324921135,0.003105590062111801,31_90,6_10,0
Open,Outbound,00512E80qDwAaI1oOE,SDR,1,0,1,1,82,1282,1322.0,1318.0,0.0,1.0,1.0,0.0120481927710843,0.0120481927710843,0.0007794232268121,0.000758150113722517,0.0007558578987150416,31_90,1_2,1
Working,Partner Referral,005oRycfOWj8YbLrlq,AE,4,1,3,2,1088,-394,0.0,0.0,0.25,0.75,0.5,0.0036730945821854,0.0018365472910927,-0.010178117048346,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005dKuyWKIuifL64ip,BDR,4,3,1,0,1338,-1302,0.0,0.0,0.75,0.25,0.0,0.0029873039581777,0.0,-0.0030745580322828,1.0,1.0,730_plus,3_5,0
Qualified,Web,005KXIvx3Ru4Hx5BVz,SDR,4,0,4,1,439,356,12.0,0.0,0.0,1.0,0.25,0.009090909090909,0.0022727272727272,0.011204481792717,1.0,0.07692307692307693,366_730,3_5,0
Nurturing,Partner Referral,005ZgXPYFXOBU7G1tp,BDR,6,3,3,3,937,-335,0.0,0.0,0.5,0.5,0.5,0.0063965884861407,0.0031982942430703,-0.0179640718562874,1.0,1.0,730_plus,6_10,0
Working,Web,005Jf9CIg9lV3G32cG,BDR,6,2,4,2,624,369,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0096,0.0032,0.0162162162162162,1.0,1.0,366_730,6_10,1
Working,Trade Show,005KXIvx3Ru4Hx5BVz,SDR,3,2,1,2,1251,-456,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0023961661341853,0.0015974440894568,-0.0065934065934065,1.0,1.0,730_plus,3_5,1
Qualified,Partner Referral,005kYbLfois6p7LjKf,SDR,3,1,2,0,1242,-735,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0024135156878519,0.0,-0.0040871934604904,1.0,1.0,730_plus,3_5,1
Qualified,Inbound,005Fg6NzJiUZlow1pr,BDR,4,2,2,1,763,470,0.0,0.0,0.5,0.5,0.25,0.0052356020942408,0.0013089005235602,0.0084925690021231,1.0,1.0,730_plus,3_5,0
Working,Partner Referral,005fDW8pqYyhUsaaJT,SDR,4,0,4,1,301,385,0.0,0.0,0.0,1.0,0.25,0.0132450331125827,0.0033112582781456,0.0103626943005181,1.0,1.0,181_365,3_5,0
Open,Partner Referral,005iRmiKUtSSkR82g5,BDR,2,1,1,0,325,982,309.0,279.0,0.5,0.5,0.0,0.0061349693251533,0.0,0.0020345879959308,0.0035714285714285713,0.0032258064516129032,181_365,1_2,0
Nurturing,Event,005RMzHVKudpQtLAvV,SDR,0,0,0,0,91,1444,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91_180,0,0
Qualified,Trade Show,005lECbWsEiD75E7eC,SDR,7,4,3,3,28,475,81.0,61.0,0.5714285714285714,0.4285714285714285,0.4285714285714285,0.2413793103448276,0.1034482758620689,0.0147058823529411,0.016129032258064516,0.012195121951219513,0_30,6_10,1
Qualified,Event,005GBFWjFmmyU3YASa,BDR,2,1,1,1,1039,-329,0.0,0.0,0.5,0.5,0.5,0.0019230769230769,0.0009615384615384,-0.0060975609756097,1.0,1.0,730_plus,1_2,0
Nurturing,Partner Referral,005oTuswObpFtGANeE,SDR,8,5,3,2,1161,-974,0.0,0.0,0.625,0.375,0.25,0.0068846815834767,0.0017211703958691,-0.0082219938335046,1.0,1.0,730_plus,6_10,0
Qualified,Partner Referral,005eP2OT2tJzd6Dja9,BDR,4,4,0,2,1457,-688,0.0,0.0,1.0,0.0,0.5,0.0027434842249657,0.0013717421124828,-0.0058224163027656,1.0,1.0,730_plus,3_5,1
Nurturing,Trade Show,005PhLjKVjb9dOzZoL,AE,4,1,3,0,375,-78,0.0,0.0,0.25,0.75,0.0,0.0106382978723404,0.0,-0.0519480519480519,1.0,1.0,366_730,3_5,1
Working,Event,005oy1dBH72KcdA9bM,SDR,2,0,2,0,756,570,0.0,0.0,0.0,1.0,0.0,0.0026420079260237,0.0,0.0035026269702276,1.0,1.0,730_plus,1_2,1
Working,Trade Show,005lkDbq9IPSQ2U7zZ,BDR,2,1,1,2,548,803,0.0,0.0,0.5,0.5,1.0,0.0036429872495446,0.0036429872495446,0.0024875621890547,1.0,1.0,366_730,1_2,0
Working,Inbound,00566La41L76C1ZyfL,SDR,4,1,3,1,1050,399,0.0,0.0,0.25,0.75,0.25,0.0038058991436726,0.0009514747859181,0.01,1.0,1.0,730_plus,3_5,0
Qualified,Web,0058Bwr0RkCwwLehpc,BDR,4,4,0,2,1286,-801,0.0,0.0,1.0,0.0,0.5,0.0031080031080031,0.0015540015540015,-0.005,1.0,1.0,730_plus,3_5,0
Qualified,Inbound,0054cPwdknqYVBf2UL,BDR,4,3,1,2,210,704,0.0,0.0,0.75,0.25,0.5,0.0189573459715639,0.0094786729857819,0.0056737588652482,1.0,1.0,181_365,3_5,0
Working,Event,005r8kcdxSxYgha9K0,SDR,4,2,2,2,198,126,0.0,0.0,0.5,0.5,0.5,0.0201005025125628,0.0100502512562814,0.0314960629921259,1.0,1.0,181_365,3_5,1
Open,Event,005PkYO2xaCUvet6zY,SDR,4,1,3,1,655,51,0.0,0.0,0.25,0.75,0.25,0.0060975609756097,0.0015243902439024,0.0769230769230769,1.0,1.0,366_730,3_5,0
Qualified,Partner Referral,005ZmDANT8NxIwQSUH,BDR,2,1,1,1,1277,-1346,0.0,0.0,0.5,0.5,0.5,0.001564945226917,0.0007824726134585,-0.0014869888475836,1.0,1.0,730_plus,1_2,0
Working,Event,005T3CcQW30Fc3HxzP,BDR,2,0,2,0,1426,-1081,0.0,0.0,0.0,1.0,0.0,0.0014015416958654,0.0,-0.0018518518518518,1.0,1.0,730_plus,1_2,0
Qualified,Partner Referral,005Iyi4Xhg6R1KQ608,SDR,5,4,1,2,1023,-121,0.0,0.0,0.8,0.2,0.4,0.0048828125,0.001953125,-0.0416666666666666,1.0,1.0,730_plus,3_5,1
Qualified,Web,0050fGb9Xo51dtJbLu,AE,2,1,1,1,604,380,0.0,0.0,0.5,0.5,0.5,0.0033057851239669,0.0016528925619834,0.0052493438320209,1.0,1.0,366_730,1_2,1
Working,Event,005Fg6NzJiUZlow1pr,BDR,0,0,0,0,920,313,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730_plus,0,1
Open,Outbound,005ygjBY3eCoYXQvBW,SDR,3,3,0,1,76,1454,160.0,143.0,1.0,0.0,0.3333333333333333,0.0389610389610389,0.0129870129870129,0.002061855670103,0.006944444444444444,0.006211180124223602,31_90,3_5,0
Nurturing,Trade Show,005cVL9DQ83eH0EZfE,AE,5,3,2,2,48,1049,378.0,369.0,0.6,0.4,0.4,0.1020408163265306,0.0408163265306122,0.0047619047619047,0.002702702702702703,0.002638522427440633,31_90,3_5,0
Open,Inbound,00566La41L76C1ZyfL,SDR,4,1,3,1,982,467,0.0,0.0,0.25,0.75,0.25,0.0040691759918616,0.0010172939979654,0.0085470085470085,1.0,1.0,730_plus,3_5,1
Working,Trade Show,005irLwe9xEBlEAQNC,SDR,2,0,2,0,510,-471,0.0,0.0,0.0,1.0,0.0,0.0039138943248532,0.0,-0.0042553191489361,1.0,1.0,366_730,1_2,0
Open,Event,005vvizm5OfORbfBYV,SDR,3,2,1,2,357,928,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0083798882681564,0.0055865921787709,0.0032292787944025,1.0,1.0,181_365,3_5,1
Open,Web,005CyM4CU7TgZ0ieQC,BDR,2,2,0,0,1312,146,0.0,0.0,1.0,0.0,0.0,0.0015232292460015,0.0,0.0136054421768707,1.0,1.0,730_plus,1_2,0
Working,Event,005xi0Xi0wCwuciNbG,SDR,5,2,3,1,1117,306,0.0,0.0,0.4,0.6,0.2,0.0044722719141323,0.0008944543828264,0.01628664495114,1.0,1.0,730_plus,3_5,1
Open,Partner Referral,005bZBvn4MclbYAtNN,SDR,5,2,3,1,217,269,0.0,0.0,0.4,0.6,0.2,0.0229357798165137,0.0045871559633027,0.0185185185185185,1.0,1.0,181_365,3_5,0
Open,Partner Referral,005JwwpEL8xofdwkwl,SDR,2,0,2,1,986,-151,0.0,0.0,0.0,1.0,0.5,0.0020263424518743,0.0010131712259371,-0.0133333333333333,1.0,1.0,730_plus,1_2,0
Open,Inbound,005voBFvhNYadVKXTu,BDR,4,1,3,3,1176,-596,0.0,0.0,0.25,0.75,0.75,0.0033984706881903,0.0025488530161427,-0.0067226890756302,1.0,1.0,730_plus,3_5,1
Working,Web,005mzHykyCWibqXEgp,BDR,2,2,0,0,1449,-835,0.0,0.0,1.0,0.0,0.0,0.0013793103448275,0.0,-0.0023980815347721,1.0,1.0,730_plus,1_2,1
Qualified,Partner Referral,005Iyi4Xhg6R1KQ608,SDR,2,1,1,1,425,477,664.0,640.0,0.5,0.5,0.5,0.0046948356807511,0.0023474178403755,0.00418410041841,0.0015600624024961,0.0015037593984962407,366_730,1_2,1
Qualified,Outbound,005DtIhNjUqehYU9Ld,SDR,4,1,3,1,1209,-202,0.0,0.0,0.25,0.75,0.25,0.0033057851239669,0.0008264462809917,-0.0199004975124378,1.0,1.0,730_plus,3_5,0
Nurturing,Event,005N1Jj8umhbHxSPTH,SDR,3,3,0,1,162,-149,1041.0,1016.0,1.0,0.0,0.3333333333333333,0.0184049079754601,0.0061349693251533,-0.0202702702702702,0.0009832841691248771,0.0009596928982725527,91_180,3_5,1
Nurturing,Web,005scUETCztHB2VpGr,SDR,5,0,5,3,275,1279,0.0,0.0,0.0,1.0,0.6,0.0181159420289855,0.0108695652173913,0.00390625,1.0,1.0,181_365,3_5,0
Nurturing,Outbound,005UmJEIRnoljtUYmh,BDR,2,0,2,1,24,495,609.0,601.0,0.0,1.0,0.5,0.08,0.04,0.0040322580645161,0.0016611295681063123,0.001639344262295082,0_30,1_2,1
Open,Web,005uJa3pJEeyQVnsZp,BDR,2,2,0,0,1201,-1121,0.0,0.0,1.0,0.0,0.0,0.0016638935108153,0.0,-0.0017857142857142,1.0,1.0,730_plus,1_2,1
Qualified,Partner Referral,005zQVR4ms4RjAh8MF,BDR,0,0,0,0,755,-345,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,730_plus,0,1
Working,Trade Show,005ZRAk3rxvD6mvf15,BDR,6,2,4,2,1024,-522,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0058536585365853,0.0019512195121951,-0.0115163147792706,1.0,1.0,730_plus,6_10,1
Open,Event,005scUETCztHB2VpGr,SDR,3,1,2,2,494,1060,632.0,627.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.006060606060606,0.004040404040404,0.002827521206409,0.0015923566878980893,0.001579778830963665,366_730,3_5,0
Qualified,Web,005rTQ0LB8Z2cjvjPG,BDR,4,3,1,1,897,-35,0.0,0.0,0.75,0.25,0.25,0.0044543429844097,0.0011135857461024,-0.1176470588235294,1.0,1.0,730_plus,3_5,1
Open,Web,005FA8TcXwRGIFLbcj,SDR,1,0,1,0,794,258,136.0,111.0,0.0,1.0,0.0,0.0012578616352201,0.0,0.0038610038610038,0.008928571428571428,0.0072992700729927005,730_plus,1_2,1
Nurturing,Partner Referral,0058Bwr0RkCwwLehpc,BDR,4,2,2,2,116,369,569.0,550.0,0.5,0.5,0.5,0.0341880341880341,0.017094017094017,0.0108108108108108,0.0018148820326678765,0.0017543859649122807,91_180,3_5,0
Nurturing,Trade Show,005lWDDSfm41preSiA,SDR,1,1,0,0,254,1397,99.0,82.0,1.0,0.0,0.0,0.0039215686274509,0.0,0.0007153075822603,0.012048192771084338,0.01,181_365,1_2,0
Working,Trade Show,005EhkAnpKcWuNovJ6,BDR,0,0,0,0,707,52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366_730,0,0
Qualified,Trade Show,0052yGgxi1v4hCqV4x,SDR,3,2,1,2,899,282,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0033333333333333,0.0022222222222222,0.0106007067137809,1.0,1.0,730_plus,3_5,0
Working,Outbound,005jkXdzjIn4FETZtu,AE,1,1,0,0,895,1,28.0,10.0,1.0,0.0,0.0,0.0011160714285714,0.0,0.5,0.09090909090909091,0.034482758620689655,730_plus,1_2,0
Open,Inbound,0058Bwr0RkCwwLehpc,BDR,2,1,1,1,15,470,204.0,201.0,0.5,0.5,0.5,0.125,0.0625,0.0042462845010615,0.0049504950495049506,0.004878048780487805,0_30,1_2,0
Working,Partner Referral,005g4fdGzuew1U6NXU,SDR,5,4,1,2,138,625,21.0,7.0,0.8,0.2,0.4,0.0359712230215827,0.014388489208633,0.0079872204472843,0.125,0.045454545454545456,91_180,3_5,1
Open,Trade Show,005XY6JL792Cjz6tvp,BDR,5,1,4,3,1149,-375,0.0,0.0,0.2,0.8,0.6,0.0043478260869565,0.0026086956521739,-0.0133689839572192,1.0,1.0,730_plus,3_5,1
Qualified,Outbound,005Ozb2jx0nnrpjBm7,SDR,3,2,1,1,1202,61,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0024937655860349,0.0008312551953449,0.0483870967741935,1.0,1.0,730_plus,3_5,1
Qualified,Event,005U1cnD3W8AfIM0Y9,BDR,3,1,2,1,670,396,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0044709388971684,0.0014903129657228,0.0075566750629722,1.0,1.0,366_730,3_5,0
Qualified,Outbound,005pCTycClXuIF6SUv,BDR,3,2,1,0,872,-106,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0034364261168384,0.0,-0.0285714285714285,1.0,1.0,730_plus,3_5,1
